symbol,last_date,rows
CENTUM,2026-07-22,2493
CENTURYPLY,2026-07-22,2493
CERA,2026-07-22,2493
CEREBRAINT-BZ,2026-04-28,270
CESC,2026-07-22,2493
CEWATER,2026-07-15,384
CGCL,2026-07-22,2493
CGPOWER,2026-07-21,2490
CGRAPHICS-SM,2026-04-28,270
CHALET,2026-07-22,1848
CHAMBLFERT,2026-07-22,2493
CHAMUNDA-SM,2026-04-28,260
CHANDAN-SM,2026-04-28,270
CHAVDA-SM,2026-04-28,269
CHEMBOND,2026-04-28,270
CHEMBONDCH,2026-04-28,188
CHEMCON,2026-04-28,270
CHEMFAB,2026-04-28,270
CHEMICAL,2026-07-15,161
CHEMPLASTS,2026-07-22,1220
CHENNPETRO,2026-07-22,2493
CHETANA-SM,2026-04-28,243
CHEVIOT,2026-07-15,1009
CHOICEGOLD,2026-07-15,168
CHOICEIN,2026-07-22,1064
CHOLAFIN,2026-07-21,2490
CHOLAHLDNG,2026-07-22,2186
CIEINDIA,2026-07-22,2493
CIF27-NM,2026-03-27,6
CIF29-NO,2026-04-22,4
CIFC26A-N9,2026-04-13,17
CIFC28-NB,2026-04-21,25
CIFCZC26-NF,2026-04-15,17
CIFCZC26A-N3,2026-04-21,28
CIFCZC28-NH,2026-03-25,22
CIFCZC28A-N5,2026-04-02,22
CIFL,2026-07-22,315
CIGNITITEC,2026-05-14,280
CINELINE,2026-07-21,2490
CINEVISTA,2026-07-21,2485
CIPLA,2026-07-21,2490
CKKRETAIL-ST,2026-04-28,53
CLASSICEIL-SM,2026-04-28,156
CLEAN,2026-07-22,1244
CLEANMAX,2026-07-22,95
CLEDUCATE-BE,2026-04-28,270
CLSEL,2026-07-22,1291
CLSL-SM,2026-04-28,214
CMNL-SM,2026-04-28,260
CMPDI,2026-07-22,77
CMRGREEN,2026-07-22,30
CMRSL-SM,2026-04-23,199
CMSINFO,2026-07-22,1131
CNL,2026-07-22,2005
COALINDIA,2026-07-21,2490
COASTCORP,2026-07-15,1181
COCHINSHIP,2026-07-22,2215
COCKERILL,2026-07-22,65
COFFEEDAY,2026-06-04,273
COFORGE,2026-07-22,2493
COHANCE,2026-07-22,1582
COLPAL,2026-07-22,2493
COMFINTE,2026-07-15,60
COMMITTED-SM,2026-04-28,199
COMMOIETF,2026-07-15,882
COMPINFO-BZ,2026-04-28,226
COMPUSOFT,2026-07-21,2490
COMSYN,2026-07-14,611
CONCOR,2026-07-22,2493
CONCORDBIO,2026-07-22,727
CONFIPET,2026-07-22,1765
CONNPLEX-SM,2026-04-28,172
CONS,2026-07-15,962
CONSOFINVT,2026-07-22,2474
CONSOFINVT-BE,2026-04-28,270
CONSUMBEES,2026-07-21,2460
CONSUMER,2026-07-15,380
CONSUMIETF,2026-07-15,1165
CONTI-SM,2026-04-24,158
CONTROLPR,2026-07-22,2493
COOLCAPS-SM,2026-04-28,270
CORALFINAC,2026-07-21,2303
CORDELIA,2026-07-22,16
CORDSCABLE,2026-04-28,270
COROMANDEL,2026-07-22,2493
CORONA,2026-07-22,148
COSMOFIRST,2026-07-22,2493
COUNCODOS,2026-07-21,2485
CPCAP,2026-04-28,270
CPEDU,2026-07-15,211
CPPLUS,2026-07-22,238
CPS-SM,2026-04-28,199
CPSEETF,2026-07-21,2490
CRAFTSMAN,2026-07-22,1321
CRAMC,2026-07-22,188
CRAYONS-SM,2026-04-28,251
CREATIVEYE,2026-07-15,1623
CREDITACC,2026-07-22,1960
CREST,2026-07-22,2493
CRISIL,2026-07-22,2493
CRIZAC,2026-07-22,258
CROMPTON,2026-07-22,2493
CROWN,2026-07-15,1414
CSBBANK,2026-07-22,1649
CSLFINANCE,2026-07-15,986
CSSL-SM,2026-04-28,94
CTE,2026-07-21,2490
CTE-BE,2026-04-28,270
CUB,2026-07-22,2493
CUBEINVIT-IV,2026-04-28,137
CUBEXTUB,2026-07-21,2392
CUDML-SM,2026-04-28,165
CUMMINSIND,2026-07-21,2490
CUPID,2026-07-22,2439
CURAA,2026-07-15,318
CURAA-BE,2026-04-28,265
CURIS-SM,2026-04-28,103
CURRENT-SM,2026-04-28,131
CYBERMEDIA,2026-04-28,270
CYBERTECH,2026-06-25,2473
CYIENT,2026-07-22,2493
CYIENTDLM,2026-07-22,755
DABUR,2026-07-22,2493
DAICHI,2026-04-28,7
DALBHARAT,2026-07-22,1850
DALMIASUG,2026-07-22,2493
DAMCAPITAL,2026-07-22,390
DAMODARIND,2026-07-03,2472
DANGEE,2026-07-15,1404
DANISH-SM,2026-04-28,270
DATAMATICS,2026-07-22,2493
DATAPATTNS,2026-07-22,1136
DAVANGERE,2026-07-15,611
DBCORP,2026-07-22,2493
DBEIL,2026-04-28,270
DBL,2026-07-22,2462
DBOL-BE,2026-04-28,270
DBREALTY,2026-05-18,282
DBSTOCKBRO,2026-07-03,2106
DCAL,2026-07-22,2188
DCBBANK,2026-07-22,2493
DCCL-SM,2026-04-27,202
DCG-SM,2026-04-28,262
DCI-BE,2026-04-28,270
DCM,2026-04-28,270
DCMFINSERV-BE,2026-04-28,270
DCMNVL,2026-04-28,270
DCMSHRIRAM,2026-07-22,2493
DCMSIL-BE,2026-04-28,46
DCMSRIND,2026-07-15,1129
DCW,2026-07-22,2493
DCXINDIA,2026-07-22,918
DDEVPLSTIK,2026-07-22,377
DECCANCE,2026-07-22,2487
DECCANTRAN-SM,2026-04-28,247
DECNGOLD,2026-07-22,65
DEEDEV,2026-05-18,282
DEEM-SM,2026-04-28,229
DEEPAKFERT,2026-07-22,2493
DEEPAKNTR,2026-07-22,2493
DEEPINDS,2026-07-22,1302
DEFENCE,2026-07-15,97
DELAPLEX-SM,2026-04-28,266
DELHIVERY,2026-07-22,1035
DELPHIFX,2026-06-25,2472
DELTACORP,2026-07-22,2493
DELTAMAGNT,2026-07-21,2330
DELTIC-ST,2026-04-28,270
DEN,2026-07-22,2493
DENEERS-ST,2026-04-28,265
DENORA,2026-07-21,2490
DENTA,2026-07-22,366
DENTALKART-SM,2026-04-28,270
DESTINY-SM,2026-04-21,154
DEVIT,2026-07-15,1093
DEVX,2026-07-15,203
DEVYANI,2026-07-22,1225
DGCONTENT,2026-07-15,1711
DHAMPURSUG,2026-07-22,2493
DHANBANK,2026-07-22,2467
DHANLAXMI-SM,2026-04-28,242
DHANUKA,2026-07-22,2493
DHARARAIL-SM,2026-04-28,79
DHARIWAL-ST,2026-04-28,252
DHARMAJ,2026-07-22,899
DHRUV,2026-04-28,270
DHTL-SM,2026-04-24,170
DHUNINV,2026-07-21,2490
DIACABS,2026-07-22,705
DIAMINESQ,2026-07-15,695
DIAMONDYD,2026-07-22,2179
DICIND,2026-07-21,2490
DIFFNKG,2026-07-22,447
DIGIDRIVE,2026-07-15,622
DIGIKORE-SM,2026-04-28,268
DIGISPICE,2026-04-28,270
DIGITIDE,2026-07-22,278
DIGJAMLMTD,2026-07-15,1048
DIRL-SM,2026-04-24,90
DISAQ,2026-07-22,65
DISHTV-BE,2026-04-28,270
DIVGIITTS,2026-07-22,833
DIVIDEND,2026-07-15,139
DIVINEHIRA-ST,2026-04-28,267
DIVISLAB,2026-07-21,2490
DIVOPPBEES,2026-07-21,2428
DIVYADHAN-ST,2026-04-28,212
DIXON,2026-07-22,2191
DJML,2026-07-15,895
DJML-BE,2026-04-28,270
DKEGL-SM,2026-04-28,146
DLF,2026-07-21,2490
DLINKINDIA,2026-07-22,2493
DMART,2026-07-21,2311
DMCC,2026-07-15,1145
DNAMEDIA,2026-07-21,2064
DODLA,2026-07-22,1259
DOLATALGO,2026-07-22,1719
DOLLAR,2026-07-22,2293
DOLLEX-SM,2026-04-28,247
DOLPHIN,2026-07-22,725
DOMS,2026-07-22,643
DONEAR,2026-07-21,2490
DPABHUSHAN,2026-07-22,1831
DPEL-SM,2026-04-28,268
DPSCLTD,2026-05-19,283
DPWIRES,2026-06-29,1809
DRAGARWQ,2026-07-22,65
DRCSYSTEMS,2026-07-15,1493
DREAMFOLKS,2026-07-15,956
DREDGECORP,2026-07-22,2493
DRONE-SM,2026-04-28,270
DRREDDY,2026-07-21,2490
DRSCARGO-SM,2026-04-15,31
DRSDILIP-ST,2026-04-15,57
DSFCL,2026-04-28,46
DSSL,2026-07-22,2240
DTIL,2026-07-21,2490
DTL-SM,2026-04-28,182
DUCOL-SM,2026-04-28,246
DUCON-BE,2026-04-28,270
DUGLOBAL-ST,2026-04-27,237
DURLAX-ST,2026-04-28,256
DVL,2026-07-22,2493
DWARKESH,2026-07-22,2460
DYCL,2026-07-22,989
DYNAMATECH,2026-07-22,2493
DYNAMIC-SM,2026-04-28,266
DYNPRO,2026-07-21,2229
E2E,2026-07-22,1709
E2E-BE,2026-04-28,270
E2ERAIL-SM,2026-04-28,77
EASEMYTRIP,2026-07-22,1325
EASTSILK-BE,2026-04-28,81
EBANKNIFTY,2026-07-15,453
EBBETF0430,2026-07-15,1622
EBBETF0431,2026-07-15,1480
EBBETF0433,2026-07-15,886
EBGNG,2026-07-22,243
ECAPINSURE,2026-07-15,377
ECLERX,2026-07-22,2493
ECOLINE-SM,2026-04-28,123
ECOSMOBLTY,2026-05-29,286
EDELWEISS,2026-07-22,2493
EEPL-SM,2026-04-28,208
EFACTOR-SM,2026-04-28,254
EFCIL,2026-07-22,228
EFFWA-SM,2026-04-28,270
EFORCE-ST,2026-04-28,260
EGOLD,2026-07-15,663
EICHERMOT,2026-07-21,2490
EIDPARRY,2026-07-22,2493
EIEL,2026-07-22,409
EIFFL,2026-06-22,271
EIHAHOTELS,2026-07-22,2492
EIHOTEL,2026-07-22,2493
EIMCOELECO,2026-07-22,2492
EKC,2026-07-22,2493
ELANTAS,2026-07-22,65
ELCIDIN,2026-07-22,65
ELDEHSG,2026-07-21,1060
ELECON,2026-07-22,2493
ELECTCAST,2026-07-22,2493
ELECTHERM,2026-07-22,2493
ELGIEQUIP,2026-07-22,2493
ELGIRUBCO,2026-07-21,2490
ELGNZ-SM,2026-04-28,270
ELIN,2026-07-15,876
ELIQUID,2026-07-15,171
ELITECON,2026-07-22,65
ELLEN,2026-07-22,264
ELM250,2026-07-15,209
ELPROINTL,2026-07-22,65
EMAMILTD,2026-07-22,2493
EMAMIPAP,2026-07-15,1767
EMAMIREAL,2026-04-28,270
EMAPARTNER-SM,2026-04-28,256
EMBASSY-RR,2026-04-28,270
EMBDL,2026-07-22,2481
EMCURE,2026-07-22,506
EMIL,2026-07-22,976
EMKAY,2026-07-21,2490
EMKAYTOOLS-SM,2026-04-28,267
EMMBI,2026-06-25,2473
EMMIL-SM,2026-04-28,266
EMMVEE,2026-07-22,167
EMPOWER,2026-04-28,7
EMSLIMITED,2026-07-22,704
EMUDHRA,2026-07-22,1029
EMULTIMQ,2026-07-15,416
ENCOMPAS-SM,2026-04-28,90
ENDURANCE,2026-07-22,2418
ENERGY,2026-07-15,165
ENERGYDEV,2026-07-21,2464
ENEXT50,2026-07-15,36
ENFUSE-SM,2026-04-28,230
ENGINERSIN,2026-07-22,2493
ENIFTY,2026-07-15,155
ENIL,2026-07-21,2490
ENRIN,2026-07-15,265
ENSER-ST,2026-04-28,255
ENTERO,2026-07-22,603
ENVIRO-SM,2026-04-28,266
EPACK,2026-07-22,616
EPACKPEB,2026-07-22,198
EPIGRAL,2026-07-22,1223
EPL,2026-07-22,2493
EPWINDIA-SM,2026-04-28,69
EQUAL200,2026-07-15,328
EQUAL50,2026-07-15,287
EQUAL50ADD,2026-07-15,1158
EQUIPPP-BE,2026-04-28,270
EQUITASBNK,2026-07-22,1420
ERIS,2026-07-22,2246
ESABINDIA,2026-07-22,2494
ESAFSFB,2026-07-22,670
ESCONET-ST,2026-04-28,270
ESCORTS,2026-07-22,2493
ESENSEX,2026-07-15,154
ESFL-ST,2026-04-28,270
ESG,2026-07-15,1397
ESILVER,2026-07-15,653
ESPRIT-SM,2026-04-28,259
ESSARSHPNG,2026-07-21,2490
ESSENTIA,2026-04-28,270
ESTER,2026-07-22,2493
ETERNAL,2026-07-15,1234
ETHOSLTD,2026-07-22,1031
ETL-SM,2026-04-28,164
ETML-SM,2026-04-28,259
EUREKAFORB,2026-07-22,463
EUROBOND,2026-07-15,1076
EUROPRATIK,2026-07-22,204
EUROTEXIND,2026-04-28,248
EVEREADY,2026-07-22,2493
EVERESTIND,2026-06-25,2473
EVIETF,2026-07-15,310
EVINDIA,2026-07-15,495
EXCELINDUS,2026-07-22,2493
EXCELLENT-ST,2026-04-27,153
EXCELSOFT,2026-07-22,161
EXICOM,2026-07-22,590
EXIDEIND,2026-07-22,2493
EXIMROUTES-SM,2026-04-28,84
EXPLEOSOL,2026-07-22,2489
EXXARO,2026-07-15,1218
FABTECH,2026-07-15,190
FACT,2026-07-22,2493
FAIRCHEMOR,2026-07-03,1369
FALCONTECH-SM,2026-04-28,240
FAZE3Q,2026-07-22,913
FAZE3Q-BE,2026-04-28,270
FCL,2026-07-22,2493
FCSSOFT-BE,2026-04-28,270
FDC,2026-07-22,2493
FEDDERSHOL,2026-07-22,65
FEDERALBNK,2026-07-22,2496
FEDFINA,2026-07-22,657
FEL-BZ,2026-04-28,270
FELDVR-BZ,2026-04-28,269
FELIX-SM,2026-04-28,270
FERMENTA,2026-07-22,65
FIBERWEB,2026-07-15,1092
FIBERWEB-BE,2026-04-28,270
FIDEL-SM,2026-04-28,237
FIEMIND,2026-07-22,2493
FILATEX,2026-07-22,2493
FILATFASH-BE,2026-04-28,270
FINBUD-SM,2026-04-28,112
FINCABLES,2026-07-22,2493
FINEORG,2026-07-22,1996
FINIETF,2026-07-15,898
FINKURVE,2026-07-22,198
FINOPB,2026-07-22,1165
FINPIPE,2026-07-22,2493
FIRSTCRY,2026-07-22,483
FISCHER,2026-07-22,257
FIVESTAR,2026-07-22,912
FLAIR,2026-07-22,656
FLEXIADD,2026-07-15,183
FLEXITUFF,2026-04-28,266
FLFL-BZ,2026-04-28,220
FLUOROCHEM,2026-07-22,1682
FLYSBS-SM,2026-04-28,176
FMCGADD,2026-07-15,37
FMCGIETF,2026-07-15,1222
FMGOETZE,2026-07-22,2493
FMNL,2026-04-28,270
FOCE-SM,2026-04-28,126
FOCUS,2026-06-29,1728
FONEBOX-SM,2026-04-28,208
FOODSIN,2026-07-15,1156
FORCAS-SM,2026-04-28,250
FORCEMOT,2026-07-22,1643
FORGEAUTO-SM,2026-04-27,219
FORTIS,2026-07-22,2493
FOSECOIND,2026-07-22,2493
FRACTAL,2026-07-22,105
FRESHARA-ST,2026-04-28,270
FROG-SM,2026-04-28,270
FRONTSP,2026-07-22,65
FSL,2026-07-22,2493
FUSION,2026-07-22,954
FWSTC-SM,2026-04-27,74
GABRIEL,2026-07-22,2493
GAEL,2026-07-22,2493
GAIL,2026-07-21,2490
GAJANAND-SM,2026-04-28,205
GALAPREC,2026-07-22,465
GALAXYSURF,2026-07-22,2093
GALLANTT,2026-07-22,2398
GANDHAR,2026-07-22,657
GANDHITUBE,2026-07-22,2493
GANECOS,2026-07-22,2493
GANESHBE,2026-07-15,1667
GANESHCP,2026-07-21,199
GANESHHOU,2026-07-22,2493
GANESHIN-ST,2026-04-28,270
GANGABATH-ST,2026-04-28,206
GANGAFORGE,2026-07-07,1231
GANGESSECU,2026-07-21,2186
GARFIBRES,2026-07-22,2493
GARUDA,2026-07-22,440
GATECH,2026-07-15,1773
GATECHDVR,2026-07-21,2155
GATEWAY,2026-07-22,1077
GAUDIUMIVF-BE,2026-04-28,38
GAYAHWS,2026-07-15,1745
GAYAPROJ-BE,2026-04-28,136
GCHOTELS-SM,2026-04-28,264
GCSL,2026-07-22,216
GEECEE,2026-06-25,2473
GEEKAYWIRE,2026-07-15,1725
GEMAROMA,2026-07-22,224
GEMAROMA-BE,2026-04-28,165
GENCON,2026-07-15,1340
GENESYS,2026-07-22,2493
GENUSPAPER,2026-07-21,2490
GENUSPOWER,2026-07-22,2493
GEOJITFSL,2026-07-22,2493
GESHIP,2026-07-22,2493
GFLLIMITED,2026-07-21,2490
GGBL-SM,2026-04-28,270
GHCL,2026-07-22,2493
GHCLTEXTIL,2026-07-22,774
GICHSGFIN,2026-07-22,2493
GICL,2026-07-15,1159
GICRE,2026-07-22,2167
GILLANDERS,2026-07-21,2487
GILLETTE,2026-07-22,2493
GILT10BETA,2026-07-15,601
GILT5BETA,2026-07-15,575
GILT5YBEES,2026-07-15,1302
GINNIFILA,2026-07-03,2478
GIPCL,2026-07-22,2493
GIRIRAJ-ST,2026-04-28,236
GJL-ST,2026-04-27,47
GKENERGY,2026-07-22,201
GKSL,2026-07-22,138
GKWLIMITED,2026-07-21,2482
GLAND,2026-07-22,1406
GLAXO,2026-07-22,2493
GLENMARK,2026-07-22,2493
GLFL-BE,2026-04-28,227
GLOBAL,2026-07-15,1389
GLOBALE,2026-04-28,270
GLOBALPET-SM,2026-04-27,212
GLOBALVECT,2026-07-21,2490
GLOBE,2026-07-15,1404
GLOBECIVIL-BE,2026-04-28,204
GLOBUSSPR,2026-07-22,2493
GLOSTERLTD,2026-07-21,555
GLOTTIS,2026-04-28,137
GMBREW,2026-07-22,2493
GMDCLTD,2026-07-22,2493
GML-SM,2026-04-28,141
GMMPFAUDLR,2026-07-22,2078
GMRAIRPORT,2026-07-21,2490
GMRP&UI,2026-07-22,1076
GNA,2026-07-22,2433
GNFC,2026-07-22,2493
GNRL,2026-07-22,65
GOACARBON,2026-07-21,2490
GOCLCORP,2026-07-22,2493
GOCOLORS,2026-07-22,1154
GODAVARIB,2026-07-22,429
GODFRYPHLP,2026-07-22,2493
GODIGIT,2026-07-22,539
GODREJAGRO,2026-07-22,2172
GODREJCP,2026-07-21,2490
GODREJIND,2026-07-22,2493
GODREJPROP,2026-07-22,2493
GOKEX,2026-07-22,2493
GOKUL,2026-07-21,2458
GOKULAGRO,2026-07-22,2461
GOLD1,2026-07-21,2489
GOLD360,2026-07-15,328
GOLDADD,2026-07-15,792
GOLDBEES,2026-07-21,2489
GOLDBETA,2026-07-21,2489
GOLDBND,2026-07-15,144
GOLDCASE,2026-07-15,586
GOLDENTOBC-BZ,2026-04-28,270
GOLDETF,2026-07-15,1143
GOLDIAM,2026-07-22,2493
GOLDIETF,2026-07-21,2489
GOLDKART-SM,2026-04-27,61
GOLDSTAR-ST,2026-04-28,230
GOLDTECH,2026-06-25,2458
GOODLUCK,2026-07-22,2493
GOODYEAR,2026-07-22,895
GOPAL,2026-07-22,584
GOYALALUM,2026-07-15,905
GOYALSALT-SM,2026-04-27,256
GPECO-SM,2026-04-28,270
GPIL,2026-07-22,2493
GPPL,2026-07-22,2493
GPTHEALTH,2026-07-22,594
GPTINFRA,2026-07-22,2485
GRADIENTE,2026-07-07,41
GRANDOAK,2026-07-22,65
GRANULES,2026-07-22,2493
GRAPHISAD-ST,2026-04-27,250
GRAPHITE,2026-07-22,2493
GRASIM,2026-07-21,2490
GRAUWEIL,2026-07-22,617
GRAVISSHO,2026-07-15,59
GRAVITA,2026-07-22,2493
GRCL-SM,2026-04-28,185
GREAVESCOT,2026-07-22,2493
GREENCHEF-SM,2026-04-28,263
GREENLAM,2026-07-22,2493
GREENLEAF-SM,2026-04-28,133
GREENPANEL,2026-07-22,1678
GREENPLY,2026-07-22,2493
GREENPOWER,2026-07-22,2493
GRETEX-ST,2026-04-28,91
GRINDWELL,2026-07-22,2493
GRINFRA,2026-07-22,1244
GRMOVER,2026-07-22,962
GROBTEA,2026-07-21,2422
GROWW,2026-07-15,166
GROWWCAPM,2026-07-15,150
GROWWCHEM,2026-07-15,121
GROWWDEFNC,2026-07-15,435
GROWWEV,2026-07-15,477
GROWWGOLD,2026-07-15,426
GROWWHOSPI,2026-07-15,88
GROWWLIQID,2026-07-15,445
GROWWLOVOL,2026-07-15,267
GROWWMC150,2026-07-15,163
GROWWMETAL,2026-07-15,137
GROWWMOM50,2026-07-15,304
GROWWN200,2026-07-15,338
GROWWNET,2026-07-15,255
GROWWNIFTY,2026-07-15,242
GROWWNXT50,2026-07-15,218
GROWWPOWER,2026-07-15,230
GROWWPSE,2026-07-15,103
GROWWPSUBK,2026-07-15,73
GROWWRAIL,2026-07-15,352
GROWWRLTY,2026-07-15,188
GROWWSC250,2026-07-15,174
GROWWSLVR,2026-07-15,284
GRPLTD,2026-07-22,2479
GRSE,2026-07-22,1929
GRWRHITECH,2026-07-22,1108
GSEC10ABSL,2026-07-17,335
GSEC10IETF,2026-07-15,769
GSEC10YEAR,2026-07-15,771
GSEC5IETF,2026-07-15,1069
GSFC,2026-07-22,2493
GSLSU,2026-07-15,819
GSMFOILS-SM,2026-04-28,265
GSPCROP,2026-07-22,80
GSPL,2026-05-11,277
GSS-BE,2026-04-28,270
GSTL-ST,2026-04-22,242
GTECJAINX,2026-04-28,268
GTL,2026-07-21,2416
GTL-BE,2026-04-28,270
GTLINFRA,2026-07-22,2493
GTPL,2026-07-21,2240
GUFICBIO,2026-07-22,2493
GUJALKALI,2026-07-22,2493
GUJAPOLLO,2026-07-21,2489
GUJENERGY,2026-07-22,276
GUJGASLTD,2026-07-16,2489
GUJRAFFIA,2026-07-15,1880
GUJTHEM,2026-07-22,347
GULFOILLUB,2026-07-22,2493
GULFPETRO,2026-04-28,270
GULPOLY,2026-07-22,2493
GURUNANAK-SM,2026-04-28,132
GVKPIL-BE,2026-04-28,270
GVPIL,2026-07-22,2493
GVPIL-BE,2026-04-28,270
GVPTECH,2026-07-15,954
GVPTECHPP-E1,2026-04-28,177
GVT&D,2026-07-21,2490
GYFTR,2026-07-22,9
HAL,2026-07-21,2058
HALDER,2026-07-15,119
HALDYNGL,2026-04-28,7
HALEOSLABS,2026-07-21,2209
HAPPSTMNDS,2026-07-22,1451
HAPPYFORGE,2026-07-22,639
HARDWYN,2026-07-15,1057
HARIOMPIPE,2026-07-22,1061
HARRMALAYA,2026-07-21,2490
HARSHA,2026-07-22,949
HATHWAY,2026-07-22,2493
HATSUN,2026-07-22,2493
HAVELLS,2026-07-22,2493
HAVISHA,2026-07-15,1955
HAVISHA-BE,2026-04-28,270
HAWKINCOOK,2026-07-22,65
HBESD,2026-07-15,60
HBLENGINE,2026-07-22,2493
HBSL-BE,2026-04-28,270
HCC,2026-07-22,2493
HCG,2026-07-22,2493
HCL-INSYS,2026-04-28,270
HCLTECH,2026-07-21,2490
HDBFS,2026-07-22,263
HDFCAMC,2026-07-15,1964
HDFCBANK,2026-07-21,2490
HDFCBSE500,2026-07-15,840
HDFCGOLD,2026-07-21,2489
HDFCGROWTH,2026-07-15,939
HDFCLIFE,2026-07-21,2147
HDFCLIQUID,2026-07-15,707
HDFCLOWVOL,2026-07-15,918
HDFCMID150,2026-07-15,840
HDFCMOMENT,2026-07-15,926
HDFCNEXT50,2026-07-15,971
HDFCNIF100,2026-07-15,971
HDFCNIFBAN,2026-07-15,1458
HDFCNIFIT,2026-07-15,904
HDFCNIFTY,2026-07-21,2490
HDFCPSUBK,2026-07-15,603
HDFCPVTBAN,2026-07-15,902
HDFCQUAL,2026-07-15,938
HDFCSENSEX,2026-07-21,2296
HDFCSILVER,2026-07-15,955
HDFCSML250,2026-07-15,840
HDFCVALUE,2026-07-15,943
HDIL-BZ,2026-04-28,189
HEADSUP,2026-07-21,2377
HEALTHADD,2026-07-15,602
HEALTHCARE,2026-07-15,100
HEALTHIETF,2026-07-15,1276
HEALTHX,2026-07-22,2492
HEALTHY,2026-07-15,1168
HECPROJECT,2026-07-15,1286
HEG,2026-07-22,2493
HEIDELBERG,2026-07-22,2493
HEMIPROP,2026-07-22,1427
HERANBA,2026-07-15,1327
HERITGFOOD,2026-07-22,2493
HEROMOTOCO,2026-07-21,2491
HESTERBIO,2026-07-22,2493
HEXAGON,2026-07-15,23
HEXATRADEX,2026-07-22,2436
HEXT,2026-07-22,351
HFCL,2026-07-22,2493
HGINFRA,2026-07-22,2074
HGM,2026-07-21,2490
HGS,2026-07-22,2493
HIGREEN-SM,2026-04-28,269
HIKAL,2026-07-22,2493
HILINFRA-BE,2026-04-28,174
HILTON,2026-04-28,270
HIMATSEIDE,2026-07-22,2493
HINDALCO,2026-07-21,2490
HINDCOMPOS,2026-07-21,2490
HINDCON-BE,2026-04-28,270
HINDCOPPER,2026-07-22,2493
HINDOILEXP,2026-07-22,2493
HINDPETRO,2026-07-22,2493
HINDUNILVR,2026-07-21,2490
HINDWAREAP,2026-07-22,1634
HINDZINC,2026-07-21,2493
HIRECT,2026-07-22,2493
HISARMETAL,2026-07-21,2360
HITECH,2026-07-22,2036
HITECHCORP,2026-04-28,270
HITECHGEAR-BE,2026-04-28,270
HLEGLAS,2026-07-22,1343
HLVLTD,2026-07-21,2490
HMAAGRO,2026-07-22,759
HMT-BZ,2026-04-28,270
HMVL,2026-07-21,2490
HNDFDS,2026-07-22,1719
HNGSNGBEES,2026-07-21,2433
HOACFOODS-SM,2026-04-28,268
HOLMARC-SM,2026-04-28,244
HOMEFIRST,2026-07-22,1446
HOMESFY-SM,2026-04-28,212
HONASA,2026-07-22,673
HONAUT,2026-07-22,2493
HONDAPOWER,2026-07-22,2493
HPAL,2026-07-15,1128
HPIL,2026-07-15,1144
HPL,2026-07-22,2427
HPTL-SM,2026-04-27,205
HRHNEXT-SM,2026-04-28,231
HSBCGOLD,2026-07-15,73
HSCL,2026-07-22,2493
HTMEDIA,2026-07-21,2490
HUBTOWN,2026-07-22,2493
HUDCO,2026-07-22,2274
HUHTAMAKI,2026-07-22,2493
HVAX-SM,2026-04-27,205
HYBRIDFIN,2026-04-28,270
HYUNDAI,2026-07-15,428
IBLFL-SM,2026-04-28,225
IBULLSLTD,2026-05-18,242
ICDSLTD,2026-07-15,1234
ICDSLTD-BE,2026-04-28,269
ICEMAKE,2026-07-22,1961
ICICIAMC,2026-07-15,139
ICICIB22,2026-07-21,2140
ICICIBANK,2026-07-21,2490
ICICIGI,2026-07-22,2184
ICICIPRULI,2026-07-22,2430
ICIL,2026-07-22,2493
ICRA,2026-07-22,2493
IDBI,2026-07-22,2493
IDEA,2026-07-21,2490
IDEAFORGE,2026-05-18,282
IDEALTECHO-SM,2026-04-17,181
IDENTICAL-ST,2026-04-28,258
IDFCFIRSTB,2026-07-22,2493
IDFNIFTYET,2026-07-21,2310
IEML-SM,2026-04-28,269
IEX,2026-07-22,2169
IFBAGRO,2026-05-15,281
IFBIND,2026-07-22,2493
IFCI,2026-07-22,2493
IFGLEXPOR,2026-07-22,2153
IGARASHI,2026-07-22,2493
IGCL,2026-07-15,255
IGIL,2026-07-22,394
IGL,2026-07-22,2493
IGPL,2026-07-22,2493
IHF261224-N1,2026-04-21,9
IHF261224A-N1,2026-04-24,13
IHFL261224-N1,2026-04-22,45
IIFL,2026-07-22,2493
IIFL060326-YA,2026-04-23,13
IIFL06326-YC,2026-04-28,2
IIFL210425-NW,2026-04-27,47
IIFL21425-NY,2026-04-23,3
IIFL21425A-Y1,2026-04-27,6
IIFL60326-YB,2026-04-08,3
IIFLCAPS,2026-07-22,1698
IIFLHF29-NE,2026-04-20,29
IIFLHFZC27-NB,2026-04-22,28
IIFLZC26-NN,2026-04-21,62
IIFLZC26B-NY,2026-04-28,76
IIFLZC28-NG,2026-04-28,146
IIFLZC28A-NU,2026-04-20,101
IIFLZC28B-Y1,2026-04-28,122
IIFLZC28C-N6,2026-04-21,115
IITL,2026-07-21,2368
IKIO,2026-07-22,770
IKS,2026-07-22,395
IL&FSENGG-BZ,2026-04-28,270
IL&FSTRANS-BZ,2026-04-28,270
IMAGICAA,2026-07-22,2493
IMC1-N1,2026-04-27,154
IMC1-N2,2026-04-27,131
IMC1-N3,2026-04-28,133
IMFA,2026-07-22,2493
IMPAL,2026-07-22,2492
IMPEXFERRO-BZ,2026-04-28,269
INA,2026-07-22,91
INCREDIBLE,2026-07-21,2456
INDBANK,2026-07-21,2490
INDGN,2026-07-22,547
