symbol,instrument_token,name,generated_date
IDFNIFINAV,2575873,IDFNIFTYET INAV,2026-06-26
IBMFNIINAV,2576897,IBMFNIFTY INAV,2026-06-26
IVZINNINAV,2578177,IVZINNIFTY INAV,2026-06-26
EMAMIPAP,2578945,EMAMI PAPER MILLS,2026-06-26
KOTAKBINAV,2579201,KOTAKBKETF INAV,2026-06-26
KOTAKVINAV,2579457,KOTAKNV20 INAV,2026-06-26
KOTAKPINAV,2579713,KOTAKPSUBK INAV,2026-06-26
KOTAKIINAV,2579969,KOTAKIT INAV,2026-06-26
KOTAKMINAV,2580225,KOTAKMID50 INAV,2026-06-26
KOTAKAINAV,2580481,KOTAKALPHA INAV,2026-06-26
KOTAKNINAV,2580737,KOTAKNIFTY INAV,2026-06-26
KOTAKLINAV,2580993,KOTAKLOVOL INAV,2026-06-26
LICNFNINAV,2581761,LICNFNHGP INAV,2026-06-26
LICN50INAV,2585089,LICNETFN50 INAV,2026-06-26
GODREJCP,2585345,GODREJ CONSUMER PRODUCTS,2026-06-26
LICNGSINAV,2585857,LICNETFGSC INAV,2026-06-26
LICNETINAV,2586625,LICNETFSEN INAV,2026-06-26
MAHKTEINAV,2586881,MAHKTECH INAV,2026-06-26
MAN50EINAV,2587137,MAN50ETF INAV,2026-06-26
MAFSETINAV,2587649,MAFSETF INAV,2026-06-26
MAMFGEINAV,2587905,MAMFGETF INAV,2026-06-26
MAM150INAV,2588161,MAM150ETF INAV,2026-06-26
MANXT5INAV,2589953,MANXT50 INAV,2026-06-26
MAFANGINAV,2590209,MAFANG INAV,2026-06-26
MASPTOINAV,2590465,MASPTOP50 INAV,2026-06-26
MAESGEINAV,2590721,MAESGETF INAV,2026-06-26
MOGSECINAV,2590977,MOGSEC INAV,2026-06-26
MOM100INAV,2591233,MOM100 INAV,2026-06-26
MOM50INAV,2592513,MOM50 INAV,2026-06-26
MONQ50INAV,2592769,MONQ50 INAV,2026-06-26
MOMOMEINAV,2593025,MOMOMENTUM INAV,2026-06-26
MON100INAV,2593281,MON100 INAV,2026-06-26
MOLOWVINAV,2593537,MOLOWVOL INAV,2026-06-26
LIQUIDINAV,2593793,LIQUIDBEES INAV,2026-06-26
LTGILTINAV,2594049,LTGILTBEES INAV,2026-06-26
MID150INAV,2594305,MID150BEES INAV,2026-06-26
ITBEESINAV,2596097,ITBEES INAV,2026-06-26
SDL24BINAV,2596353,SDL24BEES INAV,2026-06-26
SDL26BINAV,2597633,SDL26BEES INAV,2026-06-26
GILT5YINAV,2597889,GILT5YBEES INAV,2026-06-26
PHARMAINAV,2598145,PHARMABEES INAV,2026-06-26
AUTOBEINAV,2598401,AUTOBEES INAV,2026-06-26
QNIFTYINAV,2598657,QNIFTY INAV,2026-06-26
SBILTYINAV,2598913,SBIETFQLTY INAV,2026-06-26
SBICONINAV,2599169,SBIETFCON INAV,2026-06-26
SBIFPBINAV,2599425,SBIETFPB INAV,2026-06-26
SETF10INAV,2599681,SETF10GILT INAV,2026-06-26
ORICONENT,2600705,ORICON ENTERPRISES,2026-06-26
SBIETFINAV,2600961,SBIETFIT INAV,2026-06-26
SETF50INAV,2601217,SETFNIF50 INAV,2026-06-26
SETFNIINAV,2602497,SETFNIFBK INAV,2026-06-26
SETFNNINAV,2602753,SETFNN50 INAV,2026-06-26
NETFINAV,2603009,NETF INAV,2026-06-26
TNIDETINAV,2603265,TNIDETF INAV,2026-06-26
NPBETINAV,2603521,NPBET INAV,2026-06-26
UTIBANINAV,2603777,UTIBANKETF INAV,2026-06-26
UTINEXINAV,2604033,UTINEXT50 INAV,2026-06-26
UTINIFINAV,2604289,UTINIFTETF INAV,2026-06-26
UTISENINAV,2604801,UTISENSETF INAV,2026-06-26
SETFNIF50,2605057,SBI NIFTY 50 ETF,2026-06-26
BALKRISHNA,2606337,BALKRISHNA PAPER MILLS L,2026-06-26
UTISXNINAV,2606593,UTISXN50 INAV,2026-06-26
ICISECINAV,2606849,ICICI5GSEC INAV,2026-06-26
SHYAMCENT,2608129,SHYAM CENTURY FERROUS,2026-06-26
ICISENINAV,2608385,ICICISENSX INAV,2026-06-26
ADANIENSOL,2615553,ADANI ENERGY SOLUTION,2026-06-26
MANORAMA,2618113,MANORAMA INDUSTRIES,2026-06-26
CONFIPET,2620929,CONFIDENCE PETRO IND,2026-06-26
SYNGENE,2622209,SYNGENE INTERNATIONAL,2026-06-26
KAYA,2630657,KAYA,2026-06-26
NGLFINE,2630913,NGL FINE CHEM,2026-06-26
AYMSYNTEX,2632961,AYM SYNTEX,2026-06-26
PPL,2636033,PRAKASH PIPES,2026-06-26
AURUM,2639361,AURUM PROPTECH,2026-06-26
PKTEA,2642177,THE P K TEA PROD CO,2026-06-26
RADHIKAJWE,2647809,RADHIKA JEWELTECH,2026-06-26
DGCONTENT,2648577,DIGICONTENT,2026-06-26
CSLFINANCE,2649601,CSL FINANCE,2026-06-26
JISLJALEQS,2661633,JAIN IRRIGATION SYSTEMS,2026-06-26
STEELCITY,2663937,STEEL CITY SECURITIES,2026-06-26
MUTHOOTCAP,2666241,MUTHOOT CAP SERV,2026-06-26
DYCL,2666753,DYNAMIC CABLES,2026-06-26
LUPIN,2672641,LUPIN,2026-06-26
UNITDSPR,2674433,UNITED SPIRITS,2026-06-26
SATIN,2675969,SATIN CREDIT NET,2026-06-26
ARVSMART,2676993,ARVIND SMARTSPACES,2026-06-26
POWERMECH,2681089,POWER MECH PROJECTS,2026-06-26
RAMRAT,2684161,RAM RATNA WIRES,2026-06-26
MOHEALTH,2690049,MOTILAL OSWAL BSE HEALTHCARE ETF,2026-06-26
NIFTYBETA,2690817,UTI NIFTY 50 ETF,2026-06-26
CONS,2691073,KOTAK NIFTY INDIA CONSUMPTION ETF,2026-06-26
SENSEXBETA,2691841,UTI BSE SENSEX ETF,2026-06-26
KOCONSINAV,2693889,KOTAKMAMC - KOCONSINAV,2026-06-26
SHARDAMOTR,2695681,SHARDA MOTOR INDS,2026-06-26
NAVKARCORP,2702593,NAVKAR CORPORATION,2026-06-26
RAMAPHO,2705409,RAMA PHOSPHATES,2026-06-26
NIFTYBEES,2707457,NIPPON INDIA ETF NIFTY 50 BEES,2026-06-26
KRBL,2707713,KRBL,2026-06-26
MPSLTD,2707969,MPS,2026-06-26
MARKSANS,2708225,MARKSANS PHARMA,2026-06-26
TCI,2708481,TRANSPORT CORPN OF INDIA,2026-06-26
MOHLTHINAV,2708993,MOTILALAMC - MOHLTHINAV,2026-06-26
HDF100INAV,2709249,HDFCNIF100 INAV,2026-06-26
HDFC50INAV,2709505,HDFCNEXT50 INAV,2026-06-26
MOM30IETF,2709761,ICICI PRUDENTIAL NIFTY 200 MOMENTUM 30 ETF,2026-06-26
SHREEPUSHK,2710529,SHRE PUSH CHEM & FERT,2026-06-26
ICICMOINAV,2710785,ICICIPRAMC - ICICMOINAV,2026-06-26
GUJGASLTD,2713345,GUJARAT GAS,2026-06-26
BHARTIARTL,2714625,BHARTI AIRTEL,2026-06-26
HDFCNEXT50,2718465,HDFC NIFTY NEXT 50 ETF,2026-06-26
HDFCNIF100,2722049,HDFC NIFTY 100 ETF,2026-06-26
ASAL,2722305,AUTOMOTIVE STAMPINGS & AS,2026-06-26
OLECTRA,2723073,OLECTRA GREENTECH,2026-06-26
PONNIERODE,2729217,PONNIE SUGARS (ERODE),2026-06-26
PNB,2730497,PUNJAB NATIONAL BANK,2026-06-26
MNC,2733057,KOTAK NIFTY MNC ETF,2026-06-26
KOKMNCINAV,2734081,KOTAKMAMC - KOTAKMNCINAV,2026-06-26
NIFTYQLITY,2736641,ADITYA BIRLA SUN LIFE NIFTY 200 QUALITY 30 ETF,2026-06-26
MOMENTUM,2737409,ADITYA BIRLA SUN LIFE NIFTY 200 MOMENTUM 30 ETF,2026-06-26
SURANAT&P,2739201,SURANA TELECOM AND POW LT,2026-06-26
NFQLTYINAV,2742785,BIRLASLAMC - NFQLTYINAV,2026-06-26
MOMNTMINAV,2743041,BIRLASLAMC - MOMNTMINAV,2026-06-26
TEAMGTY,2743553,TEAM INDIA GUARANTY,2026-06-26
INFRAIETF,2745089,ICICI PRUDENTIAL NIFTY INFRASTRUCTURE ETF,2026-06-26
INDIAMART,2745857,INDIAMART INTERMESH,2026-06-26
SPORTKING,2747649,SPORTKING INDIA,2026-06-26
OFSS,2748929,ORACLE FIN SERV SOFT,2026-06-26
UNIONBANK,2752769,UNION BANK OF INDIA,2026-06-26
ICINFRINAV,2753537,ICICIPRAMC - ICINFRINAV,2026-06-26
SILVERADD,2754817,DSP SILVER ETF,2026-06-26
DSPSILINAV,2755585,DSPAMC - DSPSILINAV,2026-06-26
OAL,2756609,ORIENTAL AROMATICS,2026-06-26
NUCLEUS,2762497,NUCLEUS SOFTWARE EXPORTS,2026-06-26
SYRMA,2763009,SYRMA SGS TECHNOLOGY,2026-06-26
CANBK,2763265,CANARA BANK,2026-06-26
MOQUALITY,2770433,MOTILAL OSWAL BSE QUALITY ETF,2026-06-26
MOVALUE,2771201,MOTILAL OSWAL BSE ENHANCED VALUE ETF,2026-06-26
MOQLTYINAV,2772481,MOTILALAMC - MOQLTYINAV,2026-06-26
MOVALUINAV,2772737,MOTILALAMC - MOVALUINAV,2026-06-26
DREAMFOLKS,2779905,DREAMFOLKS SERVICES,2026-06-26
GVPTECH,2781441,GVP INFOTECH,2026-06-26
GRMOVER,2782977,GRM OVERSEAS,2026-06-26
HDFCSILVER,2784257,HDFC SILVER ETF,2026-06-26
HDFCSIINAV,2786049,HDFCAMC - HDFCSIINAV,2026-06-26
GENESYS,2791681,GENESYS INTL CORPN,2026-06-26
GODREJIND,2796801,GODREJ INDUSTRIES,2026-06-26
RADAAN,2798593,RADAAN MEDIAWORKS (I),2026-06-26
JUNIORBEES,2800385,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES,2026-06-26
DIVISLAB,2800641,DIVI S LABORATORIES,2026-06-26
TMB,2801921,TAMILNAD MERCA BANK,2026-06-26
STCINDIA,2802689,THE STATE TRADING CORPN,2026-06-26
RADICO,2813441,RADICO KHAITAN,2026-06-26
INDORAMA,2814209,INDO RAMA SYNTHETICS,2026-06-26
MARUTI,2815745,MARUTI SUZUKI INDIA,2026-06-26
LIQUIDBEES,2817537,NIPPON INDIA ETF NIFTY 1D RATE LIQUID BEES,2026-06-26
INFOBEAN,2822913,INFOBEANS TECHNO.,2026-06-26
BANKIETF,2825473,ICICI PRUDENTIAL NIFTY BANK ETF,2026-06-26
SATIA,2827521,SATIA INDUSTRIES,2026-06-26
SIRCA,2828801,SIRCA PAINT INDIA,2026-06-26
SECURKLOUD,2830849,SECUREKLOUD TECH,2026-06-26
KSOLVES,2831361,KSOLVES INDIA,2026-06-26
NATHBIOGEN,2832641,NATH BIO-GENES (I),2026-06-26
LIBAS,2836993,LIBAS CONSU PRODUCTS,2026-06-26
CNL,2855681,CREATIVE NEWTECH,2026-06-26
HARSHA,2857473,HARSHA ENGINEERS INT,2026-06-26
IDFCFIRSTB,2863105,IDFC FIRST BANK,2026-06-26
AXISILVER,2865409,AXIS SILVER ETF,2026-06-26
INDIGO,2865921,INTERGLOBE AVIATION,2026-06-26
AXISILINAV,2868737,AXISAMC - AXISILINAV,2026-06-26
SHK,2870273,S H KELKAR AND CO.,2026-06-26
VARDHACRLC,2872321,VARDHAMAN ACRYLICS,2026-06-26
UCOBANK,2873089,UCO BANK,2026-06-26
BAGFILMS,2873857,B.A.G FILMS AND MEDIA,2026-06-26
SUVEN,2875649,SUVEN LIFE SCIENCES,2026-06-26
JSL,2876417,JINDAL STAINLESS,2026-06-26
NSIL,2877185,NALWA SONS INVESTMENT,2026-06-26
HDFCGROWTH,2877697,HDFC NIFTY GROWTH SECTORS 15 ETF,2026-06-26
WELSPUNLIV,2880769,WELSPUN LIVING,2026-06-26
HDFCQUAL,2881281,HDFC NIFTY100 QUALITY 30 ETF,2026-06-26
HDFCVALUE,2882561,HDFC NIFTY50 VALUE 20 ETF,2026-06-26
IGL,2883073,INDRAPRASTHA GAS,2026-06-26
TVSELECT,2883841,TVS ELECTRONICS,2026-06-26
HDFCGRINAV,2884097,HDFCAMC - HDFCGRINAV,2026-06-26
HDFCQUINAV,2884353,HDFCAMC - HDFCQUINAV,2026-06-26
DREDGECORP,2885377,DREDGING CORP OF INDIA,2026-06-26
HDFCVLINAV,2885633,HDFCAMC - HDFCVLINAV,2026-06-26
TVTODAY,2886401,TV TODAY NETWORK,2026-06-26
UPL,2889473,UPL,2026-06-26
UNIENTER,2891009,UNIPHOS ENTERPRISES,2026-06-26
SIL,2892033,STANDARD INDUSTRIES,2026-06-26
LUXIND,2893057,LUX INDUSTRIES,2026-06-26
LICNETFN50,2897665,LIC MF NIFTY 50 ETF,2026-06-26
MUKANDLTD,2899201,MUKAND,2026-06-26
AFFLE,2903809,AFFLE 3I,2026-06-26
PETRONET,2905857,PETRONET LNG,2026-06-26
PTC,2906881,PTC INDIA,2026-06-26
DHANBANK,2907905,DHANLAXMI BANK,2026-06-26
VAIBHAVGBL,2909185,VAIBHAV GLOBAL,2026-06-26
TTKHLTCARE,2910465,TTK HEALTHCARE,2026-06-26
BIOCON,2911489,BIOCON,2026-06-26
TIPSFILMS,2911745,TIPS FILMS,2026-06-26
MAHABANK,2912513,BANK OF MAHARASHTRA,2026-06-26
PVTBANIETF,2914817,ICICI PRUDENTIAL NIFTY PRIVATE BANK ETF,2026-06-26
ZOTA,2916865,ZOTA HEALTH CARE,2026-06-26
SALZERELEC,2918145,SALZER ELECTRONICS,2026-06-26
POONAWALLA,2919169,POONAWALLA FINCORP,2026-06-26
XPROINDIA,2920193,XPRO INDIA,2026-06-26
RKFORGE,2921217,RAMKRISHNA FORGINGS,2026-06-26
DATAMATICS,2924289,DATAMATICS GLOBAL SER,2026-06-26
NDTV,2925313,NDTV,2026-06-26
SPANDANA,2927361,SPANDANA SPHOORTY FIN,2026-06-26
BANKBEES,2928385,NIPPON INDIA ETF BANK BEES,2026-06-26
LICNETFSEN,2928897,LIC MF BSE SENSEX ETF,2026-06-26
PILANIINVS,2929921,PILANI INV & IND COR,2026-06-26
CCL,2931713,CCL PRODUCTS (I),2026-06-26
NV20,2932993,KOTAK NIFTY 50 VALUE 20 ETF,2026-06-26
EXCELINDUS,2936577,EXCEL INDUSTRIES,2026-06-26
LT,2939649,LARSEN & TOUBRO,2026-06-26
APARINDS,2941697,APAR INDUSTRIES,2026-06-26
AMBICAAGAR,2942977,AMBICA AGAR & AROMAINDLTD,2026-06-26
CENTEXT,2946817,CENTURY EXTRUSIONS,2026-06-26
NIITLTD,2949633,NIIT,2026-06-26
EMIL,2951681,ELECTRONICS MART IND,2026-06-26
ULTRACEMCO,2952193,ULTRATECH CEMENT,2026-06-26
TCS,2953217,TATA CONSULTANCY SERV LT,2026-06-26
HDFCMOMENT,2953729,HDFC NIFTY200 MOMENTUM 30 ETF,2026-06-26
COFORGE,2955009,COFORGE,2026-06-26
HDFCLOWVOL,2956033,HDFC NIFTY100 LOW VOLATILITY 30 ETF,2026-06-26
TEXINFRA,2956545,TEXMACO INFRA & HOLDG,2026-06-26
HDFCMOINAV,2957057,HDFCAMC - HDFCMOMENT,2026-06-26
HDFCLVINAV,2957569,HDFCAMC - HDFCLOWVOL,2026-06-26
PPLPHARMA,2962177,PIRAMAL PHARMA,2026-06-26
FORCEMOT,2962689,FORCE MOTORS,2026-06-26
WESTLIFE,2964481,WESTLIFE FOODWORLD,2026-06-26
TRACXN,2964993,TRACXN TECHNOLOGIES,2026-06-26
HDFCNIFTY,2967297,HDFC NIFTY 50 ETF,2026-06-26
HDFCSENSEX,2967809,HDFC BSE SENSEX ETF,2026-06-26
LINCOLN,2968577,LINCOLN PHARMA,2026-06-26
GUFICBIO,2971137,GUFIC BIOSCIENCES,2026-06-26
ASTRAMICRO,2974209,ASTRA MICROWAVE,2026-06-26
WELENT,2976257,WELSPUN ENTERPRISES,2026-06-26
NARMADA,2976513,NARMADA AGROBASE,2026-06-26
NTPC,2977281,NTPC,2026-06-26
BOHRAIND,2979841,BOHRA INDUSTRIES,2026-06-26
KOTARISUG,2981633,KOTHARI SUG & CHEM,2026-06-26
LALPATHLAB,2983425,DR. LAL PATH LABS,2026-06-26
JBMA,2983681,JBM AUTO,2026-06-26
DWARKESH,2986753,DWARIKESH SUGAR IND,2026-06-26
INDOCO,2989313,INDOCO REMEDIES,2026-06-26
SUPRAJIT,2992385,SUPRAJIT ENGINEERING,2026-06-26
PATELENG,2994945,PATEL ENGINEERING,2026-06-26
ALKEM,2995969,ALKEM LABORATORIES,2026-06-26
XCHANGING,2996481,XCHANGING SOLUTIONS,2026-06-26
JSWSTEEL,3001089,JSW STEEL,2026-06-26
CONSOFINVT,3003137,CONSO. FIN. & HOLD.,2026-06-26
JINDALPHOT,3006209,JINDAL PHOTO,2026-06-26
JPPOWER,3011329,JAIPRAKASH POWER VEN.,2026-06-26
GOKEX,3015169,GOKALDAS EXPORTS,2026-06-26
ACEINTEG,3015425,ACE INTEGRATED SOLU.,2026-06-26
EVEREADY,3016193,EVEREADY INDS. IND. ,2026-06-26
GOYALALUM,3017473,GOYAL ALUMINIUMS,2026-06-26
SAKSOFT,3019265,SAKSOFT,2026-06-26
HPIL,3019777,HINDPRAKASH INDUSTRY,2026-06-26
ALLDIGI,3020289,ALLDIGI TECH,2026-06-26
SUKHJITS,3021825,SUKHJIT STARCH & CHEM,2026-06-26
IIFL,3023105,IIFL FINANCE,2026-06-26
SHOPERSTOP,3024129,SHOPPERS STOP,2026-06-26
MANGALAM,3025153,MANGALAM DRUG & CHEM,2026-06-26
WELCORP,3026177,WELSPUN CORP,2026-06-26
SSWL,3028225,STEEL STRIPS WHEELS,2026-06-26
NH,3031041,NARAYANA HRUDAYALAYA,2026-06-26
KENNAMET,3031297,KENNAMETAL INDIA,2026-06-26
SURYALAXMI,3034113,SURYALAKSHMI COT MIL,2026-06-26
SHAHALLOYS,3035137,SHAH ALLOYS,2026-06-26
JKPAPER,3036161,JK PAPER,2026-06-26
PRIMESECU,3037185,PRIME SECURITIES,2026-06-26
63MOONS,3038209,63 MOONS TECHNOLOGIES,2026-06-26
GRANULES,3039233,GRANULES INDIA,2026-06-26
JSWHL,3041281,JSW HOLDINGS,2026-06-26
MANINDS,3042305,MAN INDUSTRIES (I),2026-06-26
VHL,3044353,VARDHMAN HOLDINGS,2026-06-26
DCXINDIA,3045121,DCX SYSTEMS,2026-06-26
GEOJITFSL,3045377,GEOJIT FINANCIAL SER L,2026-06-26
GENUSPOWER,3047681,GENUS POWER INFRASTRU,2026-06-26
SWELECTES,3048705,SWELECT ENERGY SYS,2026-06-26
YESBANK,3050241,YES BANK,2026-06-26
MSPL,3051265,MSP STEEL & POWER,2026-06-26
FUSION,3054593,FUSION FINANCE,2026-06-26
SPLIL,3055361,SPL INDUSTRIES,2026-06-26
MEDANTA,3060737,GLOBAL HEALTH,2026-06-26
BIKAJI,3063297,BIKAJI FOODS INTERN,2026-06-26
GOLDIAM,3064577,GOLDIAM INTERNATIONAL,2026-06-26
RML,3065601,RANE (MADRAS),2026-06-26
HTMEDIA,3066625,HT MEDIA,2026-06-26
SASKEN,3067649,SASKEN TECHNOLOGIES,2026-06-26
ICIL,3068673,INDO COUNT INDUSTRIES,2026-06-26
SYNCOMF,3069953,SYNCOM FORMU (I),2026-06-26
FAZE3Q,3072001,FAZE THREE,2026-06-26
IMPAL,3074305,IND MOTOR PART & ACC,2026-06-26
AEROENTER,3075841,AEROFLEX ENTERPRISES,2026-06-26
SUZLON,3076609,SUZLON ENERGY,2026-06-26
AURIONPRO,3077633,AURIONPRO SOLN,2026-06-26
ACI,3078145,ARCHEAN CHEMICAL IND,2026-06-26
RENUKA,3078657,SHREE RENUKA SUGARS,2026-06-26
FIVESTAR,3080193,FIVE-STAR BUS FIN,2026-06-26
BASML,3080705,BANNARI AM SPIN MILL,2026-06-26
SCPL,3090433,SHEETAL COOL PRODUCTS,2026-06-26
KAYNES,3095553,KAYNES TECHNOLOGY IND,2026-06-26
HDFCNIFIT,3097857,HDFC NIFTY IT ETF,2026-06-26
HDFCPVTBAN,3099649,HDFC NIFTY PRIVATE BANK ETF,2026-06-26
HDFCPBINAV,3102465,HDFCAMC - HDFCPBINAV,2026-06-26
DOLATALGO,3103745,DOLAT ALGOTECH,2026-06-26
BBTCL,3111169,B&B TRIPLEWALL CONT,2026-06-26
HNDFDS,3116289,HINDUSTAN FOODS,2026-06-26
INOXGREEN,3120129,INOX GREEN ENERGY SER,2026-06-26
RUSTOMJEE,3128065,KEYSTONE REALTORS,2026-06-26
SWSOLAR,3197185,STRLNG & WIL REN ENE,2026-06-26
VINNY,3197441,VINNY OVERSEAS,2026-06-26
AAATECH,3208449,AAA TECHNOLOGIES,2026-06-26
FINIETF,3219969,ICICI PRUDENTIAL NIFTY FINANCIAL SERVICES EX-BANK ETF,2026-06-26
ICIFININAV,3223809,ICICIPRAMC-ICIFININAV,2026-06-26
PRECAM,3226369,PRECISION CAMSHAFTS,2026-06-26
MBAPL,3247617,MADHYA BHARAT AGRO P.,2026-06-26
TEAMLEASE,3255297,TEAMLEASE SERVICES,2026-06-26
DJML,3263745,DJ MEDIAPRINT & LOG,2026-06-26
KRISHANA,3288833,KRISHANA PHOSCHEM,2026-06-26
NPBET,3322369,TATA NIFTY PRIVATE BANK ETF,2026-06-26
DHARMAJ,3328257,DHARMAJ CROP GUARD,2026-06-26
SAFARI,3336961,SAFARI IND (INDIA),2026-06-26
UNIPARTS,3342593,UNIPARTS INDIA,2026-06-26
360ONE,3343617,360 ONE WAM,2026-06-26
IIFLCAPS,3346433,IIFL CAPITAL SERVICES,2026-06-26
TRIVENI,3348737,TRIVENI ENGG. & INDS.,2026-06-26
SILVER1,3348993,KOTAK SILVER ETF,2026-06-26
AIAENG,3350017,AIA ENGINEERING,2026-06-26
KOTAKSINAV,3350785,KOTAKMAMC - KOTAKSINAV,2026-06-26
EKC,3351297,EVEREST KANTO CYLINDERLTD,2026-06-26
VIMTALABS,3353857,VIMTA LABS,2026-06-26
NAHARINDUS,3355137,NAHAR INDS ENT,2026-06-26
ORIENTCER,3356417,ORIENT CERATECH,2026-06-26
KERNEX,3358977,KERNEX MICROSYS(I),2026-06-26
REPRO,3360257,REPRO INDIA,2026-06-26
EBBETF0433,3363585,BHARAT BOND ETF - APRIL 2033,2026-06-26
GSEC10IETF,3364609,ICICI PRUDENTIAL NIFTY 10 YR BENCHMARK G-SEC ETF,2026-06-26
PVRINOX,3365633,PVR INOX,2026-06-26
CELEBRITY,3369473,CELEBRITY FASHIONS,2026-06-26
EBB433INAV,3371009,EDELAMC - EBB433INAV,2026-06-26
IC10GSINAV,3371265,ICICIPRAMC - IC10GSINAV,2026-06-26
NITINSPIN,3372801,NITIN SPINNERS,2026-06-26
ROHLTD,3374593,ROYAL ORCHID HOTELS,2026-06-26
ENIL,3377153,ENTERTAIN NET. IND.,2026-06-26
COMMOIETF,3378689,ICICI PRUDENTIAL NIFTY COMMODITIES ETF,2026-06-26
JAGRAN,3382017,JAGRAN PRAKASHAN,2026-06-26
ICICOMINAV,3382785,ICICIPRAMC - ICICOMINAV,2026-06-26
SULA,3383809,SULA VINEYARDS,2026-06-26
SADBHAV,3388417,SADBHAV ENGINEERING,2026-06-26
KEC,3394561,KEC INTL.,2026-06-26
JKCEMENT,3397121,JK CEMENT,2026-06-26
LANDMARK,3398657,LANDMARK CARS,2026-06-26
M&MFIN,3400961,M&M FIN. SERVICES,2026-06-26
AFSL,3401729,ABANS FINANCIAL SRVCS,2026-06-26
BLKASHYAP,3402241,B.L.KASHYAP & SON,2026-06-26
NITCO,3404801,NITCO,2026-06-26
CENTURYPLY,3406081,CENTURY PLYBOARDS (I),2026-06-26
KEI,3407361,KEI INDUSTRIES,2026-06-26
SOLARINDS,3412993,SOLAR INDUSTRIES (I),2026-06-26
GALLANTT,3414273,GALLANTT ISPAT,2026-06-26
VAKRANGEE,3415553,VAKRANGEE,2026-06-26
MALUPAPER,3418113,MALU PAPER MILLS,2026-06-26
KFINTECH,3419905,KFIN TECHNOLOGIES,2026-06-26
SGL,3421953,STL GLOBAL,2026-06-26
UTTAMSUGAR,3424257,UTTAM SUGAR MILLS,2026-06-26
KKCL,3425537,KEWAL KIRAN CLOTHING,2026-06-26
SUNTV,3431425,SUN TV NETWORK,2026-06-26
GPIL,3432705,GODAWARI POW & ISP,2026-06-26
RSYSTEMS,3433985,R SYS INTERNATIONAL,2026-06-26
EMKAY,3435777,EMKAY GLOBAL FIN SERV,2026-06-26
ELIN,3436289,ELIN ELECTRONICS,2026-06-26
KELLTONTEC,3438081,KELLTON TECH SOL,2026-06-26
BALPHARMA,3440897,BAL PHARMA,2026-06-26
RATNAMANI,3443457,RATNAMANI MET & TUB,2026-06-26
PIONEEREMB,3446529,PIONEER EMBROIDERIES,2026-06-26
JKLAKSHMI,3453697,JK LAKSHMI CEMENT,2026-06-26
ALLCARGO,3456257,ALLCARGO LOGISTICS,2026-06-26
AKASH,3458561,AKASH INFRA-PROJECTS,2026-06-26
MUNJALAU,3458817,MUNJAL AUTO IND.,2026-06-26
EMAMILTD,3460353,EMAMI,2026-06-26
NECCLTD,3461633,NORTH EAST CARRY CORP,2026-06-26
GMRAIRPORT,3463169,GMR AIRPORTS,2026-06-26
VIDHIING,3465217,VIDHI SPCLTY F INGRDNTS L,2026-06-26
TECHM,3465729,TECH MAHINDRA,2026-06-26
AVONMORE,3470593,AVONMORE CAP&MGT SERV,2026-06-26
GRINDWELL,3471361,GRINDWELL NORTON,2026-06-26
RAMANEWS,3472641,SHREE RAMA NEWSPRINT,2026-06-26
VOLTAMP,3475713,VOLTAMP TRANSFORMERS,2026-06-26
RADIANTCMS,3476481,RADIANT CASH MGMT SER,2026-06-26
ATLANTAA,3477761,ATLANTAA,2026-06-26
ACE,3478273,ACTION CONST EQUIP,2026-06-26
HGM,3479553,HANDSON GBL MNGMNT,2026-06-26
ANTELOPUS,3481089,ANTELOPUS SELAN ENRGY,2026-06-26
IRCTC,3484417,INDIAN RAIL TOUR CORP,2026-06-26
ANANTRAJ,3486721,ANANT RAJ,2026-06-26
SKYGOLD,3489537,SKY GOLD AND DIAMONDS,2026-06-26
JMFINANCIL,3491073,JM FINANCIAL,2026-06-26
ELECON,3492609,ELECON ENG. CO.,2026-06-26
BANKADD,3492865,DSP NIFTY BANK ETF,2026-06-26
TALBROAUTO,3493889,TALBROS AUTO. COMP.,2026-06-26
DSPBNKINAV,3495681,DSPAMC - DSPBNKINAV,2026-06-26
ALICON,3495937,ALICON CASTALLOY,2026-06-26
GEECEE,3496449,GEECEE VENTURES,2026-06-26
AERONEU,3504385,AEROFLEX NEU,2026-06-26
INFOMEDIA,3505409,INFOMEDIA PRESS,2026-06-26
VISHWARAJ,3507713,VISHWARAJ SUGAR IND,2026-06-26
FIEMIND,3509761,FIEM INDUSTRIES,2026-06-26
JHS,3512321,JHS SVEND. LAB.,2026-06-26
DCBBANK,3513601,DCB BANK,2026-06-26
GLOBALVECT,3516161,GLOBAL VEC HELICORP,2026-06-26
GTLINFRA,3518721,GTL INFRA.LTD,2026-06-26
FLUOROCHEM,3520001,GUJARAT FLUOROCHEM,2026-06-26
NAUKRI,3520257,INFO EDGE (I),2026-06-26
MANOMAY,3520769,MANOMAY TEX INDIA,2026-06-26
BBL,3522817,BHARAT BIJLEE,2026-06-26
VGL,3525377,VARVEE GLOBAL,2026-06-26
GESHIP,3526657,THE GE SHPG.LTD,2026-06-26
TORNTPOWER,3529217,TORRENT POWER,2026-06-26
BAIDFIN,3531265,BAID FINSERV,2026-06-26
MANALIPETC,3531777,MANALI PETROCHEMICALS LT,2026-06-26
