symbol,instrument_token,name,generated_date
GROWWGOLD,6623233,GROWW GOLD ETF,2026-06-26
GROWWGINAV,6624001,GROWWAMC - GROWWGINAV,2026-06-26
MINDACORP,6629633,MINDA CORPORATION,2026-06-26
WAAREEENER,6632193,WAAREE ENERGIES,2026-06-26
GODAVARIB,6640897,GODAVARI BIOREFINERIES L,2026-06-26
AFCONS,6650113,AFCONS INFRASTRUCTURE,2026-06-26
AVL,6651905,ADITYA VISION,2026-06-26
EMULTIMQ,6654977,EDELWEISS NIFTY500 MULTICAP MOMENTUM QUALITY 50 ETF,2026-06-26
EMLTMQINAV,6655745,EDELAMC - EMLTMQINAV,2026-06-26
HEXATRADEX,6914049,HEXA TRADEX,2026-06-26
ABINFRA,6917121,A B INFRABUILD,2026-06-26
TBZ,6921473,TRIB BHIMJI ZAVERI,2026-06-26
MASTERTR,6924033,MASTER TRUST,2026-06-26
SAGILITY,6925313,SAGILITY,2026-06-26
ACMESOLAR,6927617,ACME SOLAR HOLDINGS,2026-06-26
SWIGGY,6928897,SWIGGY,2026-06-26
VSSL,6929153,VARDHMAN SPC STEEL,2026-06-26
LIQUIDPLUS,6931201,MIRAE ASSET NIFTY 1D RATE LIQUID ETF - GROWTH,2026-06-26
LIQPLSINAV,6931969,MIRAEAMC - LIQPLSINAV,2026-06-26
KPEL,6932225,K.P. ENERGY,2026-06-26
KMEW,6933505,KNOWLEDGE MARINE & EN W L,2026-06-26
SWANCORP,6936321,SWAN CORP,2026-06-26
NIVABUPA,6936833,NIVA BUPA HEALTH INS CO L,2026-06-26
SPECIALITY,6939393,SPECIALITY REST,2026-06-26
BLACKBUCK,6948865,BLACKBUCK,2026-06-26
CINELINE,6953217,CINELINE INDIA,2026-06-26
RACLGEAR,6955777,RACL GEARTECH,2026-06-26
NTPCGREEN,6957057,NTPC GREEN ENERGY,2026-06-26
EIEL,6966529,ENVIRO INFRA ENGINEERS L,2026-06-26
RTNINDIA,6988033,RATTANINDIA ENT,2026-06-26
SAMPANN,6989569,SAMPANN UTPADAN INDIA,2026-06-26
SURAKSHA,6997505,SURAKSHA DIAGNOSTIC,2026-06-26
ROSSTECH,7002369,ROSSELL TECHSYS,2026-06-26
INNOVANA,7105025,INNOVANA THINKLABS,2026-06-26
SAILIFE,7126785,SAI LIFE SCIENCES,2026-06-26
VMM,7160065,VISHAL MEGA MART,2026-06-26
MOBIKWIK,7179777,ONE MOBIKWIK SYSTEMS,2026-06-26
IKS,7200001,INVENTURUS KNOWLEDGE SO L,2026-06-26
ANUHPHR,7248385,ANUH PHARMA,2026-06-26
IGIL,7264769,INTL GEMOLOGICAL INST,2026-06-26
DAMCAPITAL,7337473,DAM CAPITAL ADVISORS,2026-06-26
MAMATA,7343873,MAMATA MACHINERY,2026-06-26
TRANSRAILL,7350785,TRANSRAIL LIGHTING,2026-06-26
CEWATER,7363585,CONCORD ENVIRO SYSTEMS L,2026-06-26
SANATHAN,7374081,SANATHAN TEXTILES,2026-06-26
VENTIVE,7384833,VENTIVE HOSPITALITY,2026-06-26
PROZONER,7387905,PROZONE REALTY,2026-06-26
CARRARO,7393025,CARRARO INDIA,2026-06-26
SENORES,7395329,SENORES PHARMACEUTICALS L,2026-06-26
KITEX,7398145,KITEX GARMENTS,2026-06-26
MAYURUNIQ,7399937,MAYUR UNIQUOTERS,2026-06-26
ROSSELLIND,7401729,ROSSELL INDIA,2026-06-26
UNIMECH,7413761,UNIMECH AEROSPACE N MFG L,2026-06-26
CONSUMER,7416065,MIRAE ASSET NIFTY INDIA NEW AGE CONSUMPTION ETF,2026-06-26
CONSUMINAV,7416833,MIRAEAMC - CONSUMINAV,2026-06-26
TVSHLTD,7426049,TVS HOLDINGS,2026-06-26
ECAPINSURE,7428865,EDELWEISS BSE CAPITAL MARKETS & INSURANCE ETF,2026-06-26
ECAPININAV,7430145,EDELAMC - ECAPININAV,2026-06-26
INDOFARM,7430401,INDO FARM EQUIPMENT,2026-06-26
ZUARI,7436801,ZUARI AGRO CHEMICALS,2026-06-26
SETL,7443201,STANDARD ENGNG TCNLGY,2026-06-26
QUADFUTURE,7446273,QUADRANT FUTURE TEK,2026-06-26
DDEVPLSTIK,7449089,DDEV PLASTIKS IND,2026-06-26
CARERATING,7452929,CARE RATINGS,2026-06-26
PCJEWELLER,7455745,PC JEWELLER,2026-06-26
INDUSTOWER,7458561,INDUS TOWERS,2026-06-26
LAXMIDENTL,7467777,LAXMI DENTAL,2026-06-26
STALLION,7476225,STALLION IND FLUOROCHEM L,2026-06-26
ONESOURCE,7481345,ONESOURCE SPECL PHARMA L,2026-06-26
ITCHOTELS,7488257,ITC HOTELS,2026-06-26
DENTA,7489537,DENTA WATER N INFRA SOL L,2026-06-26
VMART,7496705,VMART RETAIL,2026-06-26
MOHITIND,7532289,MOHIT INDUSTRIES,2026-06-26
SUPREME,7536385,SUPREME HOLDIN N HOSP I L,2026-06-26
AGARWALEYE,7539713,DR AGARWALS HEALTH CARE L,2026-06-26
MOSCHIP,7541505,MOSCHIP TECHNOLOGIES,2026-06-26
NEXT30ADD,7542785,DSP BSE SENSEX NEXT 30 ETF,2026-06-26
NX30ADINAV,7544577,DSPAMC - NX30ADINAV,2026-06-26
PROTEAN,7544833,PROTEAN EGOV TECHNO,2026-06-26
MCLOUD,7547393,MAGELLANIC CLOUD,2026-06-26
NIBE,7548673,NIBE,2026-06-26
ORCHASP,7549953,ORCHASP,2026-06-26
GROWWRAIL,7558913,GROWW NIFTY INDIA RAILWAYS PSU ETF,2026-06-26
GRRAILINAV,7559681,GROWWAMC - GRRAILINAV,2026-06-26
NIFTYIETF,7565569,ICICI PRUDENTIAL NIFTY 50 ETF,2026-06-26
NIF100BEES,7571713,NIPPON INDIA ETF NIFTY 100,2026-06-26
NATCAPSUQ,7573249,NATURAL CAPSULES,2026-06-26
JUBLCPL,7575041,JUBILANT AGRI N CON PRO L,2026-06-26
REPCOHOME,7577089,REPCO HOME FINANCE,2026-06-26
AJAXENGG,7583745,AJAX ENGINEERING,2026-06-26
HEXT,7594497,HEXAWARE TECHNOLOGIES,2026-06-26
BAJAJINDEF,7597569,INDEF MANUFACTURING,2026-06-26
UNIONGOLD,7599873,UNION GOLD ETF,2026-06-26
UNGOLDINAV,7600641,UNIONAMC - UNGOLDINAV,2026-06-26
GUJTHEM,7611137,GUJARAT THEMIS BIOSYN,2026-06-26
NIBL,7611649,NRB INDUS. BEARINGS,2026-06-26
MSCIINDIA,7618049,KOTAK MSCI INDIA ETF,2026-06-26
MSCIININAV,7618817,MSCIINDIA - MSCIININAV,2026-06-26
GROWWN200,7647233,GROWW NIFTY 200 ETF,2026-06-26
VIVIDHA,7648513,VISAGAR POLYTEX,2026-06-26
GRN200INAV,7656193,GROWWAMC - GRN200INAV,2026-06-26
NIFTY100EW,7665665,KOTAK NIFTY 100 EQUAL WEIGHT ETF,2026-06-26
NIF100INAV,7668737,KOTAKMAMC - NIF100INAV,2026-06-26
JUSTDIAL,7670273,JUSTDIAL,2026-06-26
AONETOTAL,7673601,ANGEL ONE NIFTY TOTAL MARKET ETF,2026-06-26
AONETOINAV,7674369,AONEAMC - AONETOINAV,2026-06-26
ATULAUTO,7685889,ATUL AUTO,2026-06-26
MOCAPITAL,7696641,MOTILAL OSWAL NIFTY CAPITAL MARKET ETF,2026-06-26
MOCAPIINAV,7697409,MOTILALAMC - MOCAPIINAV,2026-06-26
ORIENTCEM,7702785,ORIENT CEMENT,2026-06-26
GOLD360,7706881,360 ONE GOLD ETF,2026-06-26
ABFRL,7707649,ADITYA BIRLA FASHION & RT,2026-06-26
SELECTIPO,7707905,MIRAE ASSET BSE SELECT IPO ETF,2026-06-26
EQUAL200,7710977,MIRAE ASSET BSE 200 EQUAL WEIGHT ETF,2026-06-26
EQU200INAV,7711745,MIRAEAMC - EQU200INAV,2026-06-26
SAMMAANCAP,7712001,SAMMAAN CAPITAL,2026-06-26
GLD360INAV,7712257,360ONEAMC - GLD360INAV,2026-06-26
SELIPOINAV,7712513,MIRAEAMC - SELIPOINAV,2026-06-26
PRABHA,7714305,PRABHA ENERGY,2026-06-26
CASHIETF,7715585,ICICI PRUDENTIAL BSE LIQUID RATE ETF - GROWTH,2026-06-26
CASHIEINAV,7717377,ICICIPRAMC - CASHIEINAV,2026-06-26
AXISVALUE,7719681,AXIS NIFTY500 VALUE 50 ETF,2026-06-26
AXISVAINAV,7720449,AXISAMC - AXISVAINAV,2026-06-26
CURAA,7728385,CURA TECHNOLOGIES,2026-06-26
BHARATSE,7742465,BHARAT SEATS,2026-06-26
ISHANCH,7743745,ISHAN DYES N CHEMICALS L,2026-06-26
SILVERCASE,7750145,ZERODHA SILVER ETF,2026-06-26
SILCASINAV,7751681,ZERODHAAMC - SILCASINAV,2026-06-26
SBIBPB,7754241,SBI BSE PSU BANK ETF,2026-06-26
SBIBPBINAV,7755009,SBIAMC - SBIBPBINAV,2026-06-26
NIF100IETF,7780353,ICICI PRUDENTIAL NIFTY 100 ETF,2026-06-26
SPECTRUM,7796481,SPECTRUM ELECTRIC IND,2026-06-26
MID150,7800065,KOTAK NIFTY MIDCAP 150 ETF,2026-06-26
AONELIQUID,7800833,ANGEL ONE NIFTY 1D RATE LIQUID ETF - GROWTH,2026-06-26
MID15INAV,7801601,KOTAKMAMC - MID15INAV,2026-06-26
AONELIINAV,7801857,AONEAMC - AONELIINAV,2026-06-26
SIL360INAV,7807489,360ONEAMC - SIL360INAV,2026-06-26
EVIETFINAV,7807745,ICICIPRAMC - EVIETFINAV,2026-06-26
GROWMOINAV,7808001,GROWWAMC - GROWMOINAV,2026-06-26
MON50EINAV,7808257,MOTILALAMC - MON50EINAV,2026-06-26
MONT50INAV,7808513,MOTILALAMC - MONT50INAV,2026-06-26
EQUA50INAV,7808769,MIRAEAMC - EQUA50INAV,2026-06-26
MINFRAINAV,7809025,MOTILALAMC - MINFRAINAV,2026-06-26
GROWSLINAV,7809281,GROWWAMC - GROWSLINAV,2026-06-26
AONENFINAV,7809537,AONEAMC - AONENFINAV,2026-06-26
MOMGFINAV,7809793,MOTILALAMC - MOMGFINAV,2026-06-26
MOPSEINAV,7812353,MOTILALAMC - MOPSE,2026-06-26
MOTOURINAV,7812609,MOTILALAMC - MOTOURINAV,2026-06-26
SNXT30INAV,7812865,NIPPONAMC - SNXT30INAV,2026-06-26
GROWLOINAV,7813121,GROWWAMC - GROWLOINAV,2026-06-26
TOPETFINAV,7814401,ICICIPRAMC - TOPETFINAV,2026-06-26
MOMIDMINAV,7814657,MOTILALAMC - MOMIDMINAV,2026-06-26
GROWWNINAV,7814913,GROWWAMC - GROWWNINAV,2026-06-26
INTERNINAV,7815169,MIRAEAMC - INTERNINAV,2026-06-26
MOALPHINAV,7815425,MOTILALAMC - MOALPHINAV,2026-06-26
QUALITINAV,7815681,KOTAKMAMC - QUALITINAV,2026-06-26
GRONIFINAV,7815937,GROWWAMC - GRONIFINAV,2026-06-26
LIQGRBINAV,7816193,NIPPONAMC - LIQGRBINAV,2026-06-26
MOGOLDINAV,7816449,MOTILALAMC - MOGOLDINAV,2026-06-26
GROWWPINAV,7816961,GROWWAMC - GROWWPINAV,2026-06-26
SBILIQINAV,7817473,SBIAMC - SBILIQINAV,2026-06-26
MOSILVINAV,7817729,MOTILALAMC - MOSILVINAV,2026-06-26
LTCASEINAV,7817985,ZERODHAAMC - LTCASEINAV,2026-06-26
GRWN50INAV,7818241,GROWWAMC - GRWN50INAV,2026-06-26
MGBEESINAV,7818497,NIPPONAMC - MGBEESINAV,2026-06-26
ELM250INAV,7818753,EDELAMC - ELM250INAV,2026-06-26
AOGOLDINAV,7819009,AONEAMC - AOGOLDINAV,2026-06-26
SML100INAV,7819265,ZERODHAAMC - SML100INAV,2026-06-26
GROWWRINAV,7819777,GROWWAMC - GROWWRINAV,2026-06-26
ELIQUIINAV,7820033,EDELAMC - ELIQUIINAV,2026-06-26
FLEXIAINAV,7820289,DSPAMC - FLEXIAINAV,2026-06-26
MOY100INAV,7820545,MOTILALAMC - MOY100INAV,2026-06-26
MOENERINAV,7821057,MOTILALAMC - MOENERINAV,2026-06-26
MOME30INAV,7821313,KOTAKMAMC - MOME30INAV,2026-06-26
NIFTYCINAV,7822593,ZERODHAAMC - NIFTYCINAV,2026-06-26
GRO250INAV,7825921,GROWWAMC - GRO250INAV,2026-06-26
CHGOLDINAV,7826177,CHOICEAMC - CHGOLDINAV,2026-06-26
ENERGYINAV,7826433,MIRAEAMC - ENERGYINAV,2026-06-26
SMALL2INAV,7826689,MIRAEAMC - SMALL2INAV,2026-06-26
GRW150INAV,7826945,GROWWAMC - GRW150INAV,2026-06-26
CHEMINAV,7827201,KOTAKMAMC - CHEMINAV,2026-06-26
MOIPOINAV,7827457,MOTILALAMC - MOIPOINAV,2026-06-26
AONE50INAV,7827713,AONEAMC - AONE50INAV,2026-06-26
ESENSEINAV,7827969,EDELAMC - ESENSEINAV,2026-06-26
ENIFTYINAV,7828225,EDELAMC - ENIFTYINAV,2026-06-26
MOSERVINAV,7828481,MOTILALAMC - MOSERVINAV,2026-06-26
MSCIADINAV,7828737,DSPAMC - MSCIADINAV,2026-06-26
MOMNCINAV,7828993,MOTILALAMC - MOMNCINAV,2026-06-26
GRCAPMINAV,7829249,GROWWAMC - GRCAPMINAV,2026-06-26
SILBNDINAV,7829505,BANDHANAMC - SILBNDINAV,2026-06-26
GOLDBDINAV,7829761,BANDHANAMC - GOLDBDINAV,2026-06-26
MIDADDINAV,7830273,DSPAMC - MIDADDINAV,2026-06-26
SMAADDINAV,7830529,DSPAMC - SMAADDINAV,2026-06-26
DIVIDEINAV,7830785,MIRAEAMC - DIVIDEINAV,2026-06-26
TOP20INAV,7831041,MIRAEAMC - TOP20INAV,2026-06-26
GRWMTLINAV,7831297,GROWWAMC - GRWMTLINAV,2026-06-26
TWCGLDINAV,7832577,WEALTH - TWCGLDINAV,2026-06-26
NEXT50INAV,7832833,DSPAMC - NEXT50INAV,2026-06-26
NEXT5EINAV,7833089,KOTAKMAMC - NEXT5EINAV,2026-06-26
GRWCHEINAV,7833345,GROWWAMC - GRWCHEINAV,2026-06-26
GROWWEINAV,7833857,GROWWAMC - GROWWEINAV,2026-06-26
HLTCREINAV,7834113,MIRAEAMC - HLTCREINAV,2026-06-26
INFRAINAV,7834369,MIRAEAMC - INFRAINAV,2026-06-26
DEFENCINAV,7834625,MIRAEAMC - DEFENCINAV,2026-06-26
ABSMSCINAV,7834881,BIRLASLAMC - ABSMSCINAV,2026-06-26
AONESIINAV,7835137,AONEAMC - AONESIINAV,2026-06-26
AB10BKINAV,7835393,BIRLASLAMC - AB10BKINAV,2026-06-26
GHOSPIINAV,7835649,GROWWAMC - GHOSPIINAV,2026-06-26
SBIMOMINAV,7835905,SBIAMC - SBIMOMINAV,2026-06-26
BNK10DINAV,7836161,DSPAMC - BNK10DINAV,2026-06-26
HSBCGDINAV,7836417,HSBCAMC - HSBCGDINAV,2026-06-26
GRWPSUINAV,7836673,GROWWAMC - GRWPSUINAV,2026-06-26
VALUEINAV,7836929,MIRAEAMC - VALUEINAV,2026-06-26
SBI150INAV,7838465,SBIAMC - SBI150INAV,2026-06-26
MOBK10INAV,7838721,MOTILALAMC - MOBK10INAV,2026-06-26
CMRGREEN,7908609,CMR GREEN TECHNOLOGIES L,2026-06-26
THOMASCOTT,7940353,THOMAS SCOTT (INDIA),2026-06-26
DBSTOCKBRO,7963393,DB (INT) STOCK BROKERS,2026-06-26
COMPUSOFT,7971329,COMPUCOM SOFTWARE,2026-06-26
RHIM,7977729,RHI MAGNESITA INDIA,2026-06-26
MCX,7982337,MULTI COMMODITY EXCHANGE,2026-06-26
SCHNEIDER,7995905,SCHNEIDER ELECTRIC INFRA,2026-06-26
NDL,8002049,NANDAN DENIM,2026-06-26
NBCC,8042241,NBCC (INDIA),2026-06-26
LYPSAGEMS,8055809,LYPSA GEMS & JEWEL,2026-06-26
JPOLYINVST,8065793,JIND POL INV & FIN CO,2026-06-26
SREEL,8150273,SREELEATHERS,2026-06-26
HEXAGON,192022785,HEXAGON NUTRITION,2026-06-26
QMSMEDI,192411393,QMS MEDICAL ALLIED S,2026-06-26
SMALLGROWW,192446721,GROWWAMC - SMALLGROWW,2026-06-26
SMALLGINAV,192453121,GROWWAMC - SMALLGINAV,2026-06-26
SMALLIETF,193180673,ICICIPRAMC - SMALLIETF,2026-06-26
SMAETFINAV,193234689,ICICIPRAMC - SMAETFINAV,2026-06-26
EVIETF,193505537,ICICI PRUDENTIAL NIFTY EV & NEW AGE AUTOMOTIVE ETF,2026-06-26
CIFL,193539841,CAPITAL INDIA FINANCE,2026-06-26
TINNARUBR,193541121,TINNA RUBBER AND INFR,2026-06-26
WAAREERTL,193545729,WAAREE RENEWABLE TECH,2026-06-26
GROWWMOM50,193558017,GROWW NIFTY 500 MOMENTUM 50 ETF,2026-06-26
TURTLEMINT,193559041,TURTLEMINT FINTECH SOLS L,2026-06-26
SILVER360,193574401,360 ONE SILVER ETF,2026-06-26
NPST,193618945,NETWORK PEOPLE SRV TECH L,2026-06-26
KRISHIVAL,193736193,KRISHIVAL FOODS,2026-06-26
OSWALPUMPS,193741313,OSWAL PUMPS,2026-06-26
GROWWSLVR,193747713,GROWW SILVER ETF,2026-06-26
ABLBL,193751809,ADITYA BIRLA LIFES BRAN L,2026-06-26
ENRIN,193758977,SIEMENS ENERGY INDIA,2026-06-26
MON50EQUAL,193766401,MOTILAL OSWAL NIFTY 50 EQUAL WEIGHT ETF,2026-06-26
PRIMO,193772801,PRIMO CHEMICALS,2026-06-26
THELEELA,193795585,LEELA PALACES HOTEL,2026-06-26
MOINFRA,193799937,MOTILAL OSWAL BSE INDIA INFRASTRUCTURE ETF,2026-06-26
RAJOOENG,193804545,RAJOO ENGINEERS,2026-06-26
AONENIFTY,193816577,ANGEL ONE NIFTY 50 ETF,2026-06-26
MOMGF,193817345,MOTILAL OSWAL NIFTY INDIA MANUFACTURING ETF,2026-06-26
BELRISE,193818113,BELRISE INDUSTRIES,2026-06-26
EQUAL50,193828353,MIRAE ASSET NIFTY50 EQUAL WEIGHT ETF,2026-06-26
MONEXT50,193834753,MOTILAL OSWAL NIFTY NEXT 50 ETF,2026-06-26
AEGISVOPAK,193878017,AEGIS VOPAK TERMINALS,2026-06-26
MOPSE,193902337,MOTILAL OSWAL NIFTY PSE ETF,2026-06-26
MOTOUR,193905409,MOTILAL OSWAL NIFTY INDIA TOURISM ETF,2026-06-26
SNXT30BEES,193908481,NIPPON INDIA BSE SENSEX NEXT 30 ETF,2026-06-26
SCODATUBES,193914369,SCODA TUBES,2026-06-26
DIGITIDE,193923841,DIGITIDE SOLUTIONS,2026-06-26
BLUSPRING,193925121,BLUSPRING ENTERPRISES,2026-06-26
TRAVELFOOD,193931521,TRAVEL FOOD SERVICES,2026-06-26
ARIS,193949185,ARISINFRA SOLUTIONS,2026-06-26
ATHERENERG,193957121,ATHER ENERGY,2026-06-26
FISCHER,193960449,FISCHER MEDICAL VENTURE L,2026-06-26
MOALPHA50,193963265,MOTILAL OSWAL NIFTY ALPHA 50 ETF,2026-06-26
LIQGRWBEES,193977601,NIPPON INDIA NIFTY 1D RATE LIQUID ETF - GROWTH,2026-06-26
PICCADIL,193985025,PICCADILY AGRO INDUSTRI L,2026-06-26
SAMBHV,193988353,SAMBHV STEEL TUBES,2026-06-26
HDBFS,193989633,HDB FINANCIAL SERVICES L,2026-06-26
TOP15IETF,193991937,ICICI PRUDENTIAL NIFTY TOP 15 EQUAL WEIGHT ETF,2026-06-26
MOGOLD,193994497,MOTILAL OSWAL GOLD ETF,2026-06-26
BRIGHOTEL,193995265,BRIGADE HOTEL VENTURE,2026-06-26
IGCL,193997057,INDOGULF CROPSCIENCES,2026-06-26
GROWWNET,194000385,GROWW NIFTY INDIA INTERNET ETF,2026-06-26
MOMIDMTM,194001153,MOTILAL OSWAL NIFTY MIDCAP150 MOMENTUM 50 ETF,2026-06-26
RMDRIP,194005505,R M DRIP & SPRINK SYS,2026-06-26
INDIQUBE,194008321,INDIQUBE SPACES,2026-06-26
CRIZAC,194009601,CRIZAC,2026-06-26
EBGNG,194012673,GNG ELECTRONICS,2026-06-26
ANTHEM,194018561,ANTHEM BIOSCIENCES,2026-06-26
BORANA,194027265,BORANA WEAVES,2026-06-26
BELLACASA,194032129,BELLA CASA FASH AND RET L,2026-06-26
QUALITY30,194034177,KOTAK NIFTY200 QUALITY 30 ETF,2026-06-26
EUROBOND,194035969,EURO PANEL PRODUCTS,2026-06-26
PASHUPATI,194036481,PASHUPATI COTSPIN,2026-06-26
SMARTWORKS,194039041,SMARTWORKS COWORKING SP L,2026-06-26
SHANTIGOLD,194048513,SHANTI GOLD INTERNATION L,2026-06-26
JSLL,194077441,JEENA SIKHO LIFECARE,2026-06-26
LOTUSDEV,194085121,SRI LOTUS DEVLPRS N RTY L,2026-06-26
MBEL,194086401,M AND B ENGINEERING,2026-06-26
GROWWPOWER,194090241,GROWW BSE POWER ETF,2026-06-26
PROSTARM,194092289,PROSTARM INFO SYSTEMS,2026-06-26
GROWWLOVOL,194124801,GROWW NIFTY 500 LOW VOLATILITY 50 ETF,2026-06-26
ALLTIME,194162689,ALL TIME PLASTICS,2026-06-26
MOSILVER,194164993,MOTILAL OSWAL SILVER ETF,2026-06-26
JSWCEMENT,194165761,JSW CEMENT,2026-06-26
SBILIQETF,194174977,SBI NIFTY 1D RATE LIQUID ETF,2026-06-26
RAYMONDREL,194189057,RAYMOND REALTY,2026-06-26
KALPATARU,194190849,KALPATARU,2026-06-26
ELLEN,194192129,ELLENBARRIE INDUS GASES L,2026-06-26
INTERNET,194200321,MIRAE ASSET NIFTY INDIA INTERNET ETF,2026-06-26
MANUFGBEES,194218753,NIPPON INDIA NIFTY INDIA MANUFACTURING ETF,2026-06-26
EFCIL,194220801,EFC (I),2026-06-26
GROWWNIFTY,194226433,GROWW NIFTY 50 ETF,2026-06-26
ARFIN,194227201,ARFIN INDIA,2026-06-26
LTGILTCASE,194228481,ZERODHA NIFTY 8-13 YR G-SEC ETF,2026-06-26
SGFIN,194266369,SG FINSERVE,2026-06-26
CPPLUS,194267649,ADITYA INFOTECH,2026-06-26
SGMART,194275585,SG MART,2026-06-26
AONEGOLD,194279425,ANGEL ONE GOLD ETF,2026-06-26
CPEDU,194288897,CAREER POINT EDUTECH,2026-06-26
ELM250,194291713,EDELWEISS NIFTY LARGEMIDCAP 250 ETF,2026-06-26
SML100CASE,194292481,ZERODHA NIFTY SMALLCAP 100 ETF,2026-06-26
AHCL,194295809,ANLON HEALTHCARE,2026-06-26
VIKRAN,194297089,VIKRAN ENGINEERING,2026-06-26
RNBDENIMS,194299137,R&B DENIMS,2026-06-26
GCSL,194300417,GRETEX CORPORATE SERVICES,2026-06-26
ATLANTAELE,194305793,ATLANTA ELECTRICALS,2026-06-26
GANESHCP,194307073,GANESH CONSUMER PRODUCT L,2026-06-26
IVALUE,194314497,IVALUE INFOSOLUTIONS,2026-06-26
GKENERGY,194316289,GK ENERGY,2026-06-26
SAATVIKGL,194318593,SAATVIK GREEN ENERGY,2026-06-26
RHETAN,194319873,RHETAN TMT,2026-06-26
DEVX,194324225,DEV ACCELERATOR,2026-06-26
URBANCO,194325505,URBAN COMPANY,2026-06-26
SHRINGARMS,194327809,SHRINGAR HOU OF MANGALS L,2026-06-26
ABCOTS,194337281,A B COTSPIN INDIA,2026-06-26
MWL,194347265,MANGALAM WORLDWIDE,2026-06-26
TRUALT,194357761,TRUALT BIOENERGY,2026-06-26
FINKURVE,194365185,FINKURVE FINANCIAL SERV L,2026-06-26
JAINREC,194366465,JAIN RESOURCE RECYCLING L,2026-06-26
EPACKPEB,194368257,EPACK PREFAB TECHN,2026-06-26
BMWVENTLTD,194369537,BMW VENTURES,2026-06-26
TATACAP,194371841,TATA CAPITAL,2026-06-26
BLUESTONE,194378497,BLUESTONE JEWEL LFSTL,2026-06-26
NIFTYCASE,194381313,ZERODHA NIFTY 50 ETF,2026-06-26
CRAMC,194383617,CANARA ROBECO AMC,2026-06-26
RUBICON,194384897,RUBICON RESEARCH,2026-06-26
PACEDIGITK,194391553,PACE DIGITEK,2026-06-26
FLEXIADD,194398209,DSP NIFTY500 FLEXICAP QUALITY 30 ETF,2026-06-26
MONIFTY100,194398977,MOTILAL OSWAL NIFTY 100 ETF,2026-06-26
MOENERGY,194399745,MOTILAL OSWAL NIFTY ENERGY ETF,2026-06-26
MONEYBOXX,194401537,MONEYBOXX FINANCE,2026-06-26
SOLEX,194405633,SOLEX ENERGY,2026-06-26
ADVANCE,194406913,ADVANCE AGROLIFE,2026-06-26
OMFREIGHT,194409217,OM FREIGHT FORWARDERS,2026-06-26
GROWWRLTY,194413569,GROWW NIFTY REALTY ETF,2026-06-26
WEWORK,194415105,WEWORK INDIA MANAGEMENT L,2026-06-26
PATELRMART,194416385,PATEL RETAIL,2026-06-26
SHREEJISPG,194418689,SHREEJI SHIPPING GLOBAL L,2026-06-26
GROWWNXT50,194421249,GROWW NIFTY NEXT 50 ETF,2026-06-26
GEMAROMA,194422017,GEM AROMATICS,2026-06-26
ELIQUID,194423297,EDELWEISS NIFTY 1D RATE LIQUID ETF,2026-06-26
CANHLIFE,194426113,CANARA HSBC LIFE INS CO L,2026-06-26
MOMENTUM30,194428929,KOTAK NIFTY 200 MOMENTUM 30 ETF,2026-06-26
MIDWESTLTD,194436353,MIDWEST,2026-06-26
GROWWSC250,194437633,GROWW NIFTY SMALLCAP 250 ETF,2026-06-26
PIRAMALFIN,194445057,PIRAMAL FINANCE,2026-06-26
ORKLAINDIA,194449665,ORKLA INDIA,2026-06-26
STUDDS,194454273,STUDDS ACCESSORIES,2026-06-26
LENSKART,194458881,LENSKART SOLUTIONS,2026-06-26
CHOICEGOLD,194460161,CHOICE GOLD ETF,2026-06-26
GROWWMC150,194488065,GROWW NIFTY MIDCAP 150 ETF,2026-06-26
PWL,194489089,PHYSICSWALLAH,2026-06-26
EMMVEE,194490369,EMMVEE PHOTOVOLTAIC PWR L,2026-06-26
SHIVAUM,194495233,SHIV AUM STEELS,2026-06-26
MODIS,194496513,MODIS NAVNIRMAN,2026-06-26
ADVENTHTL,194500865,ADVENT HOTELS INTERNATI L,2026-06-26
ENERGY,194503681,MIRAE ASSET NIFTY ENERGY ETF,2026-06-26
TMCV,194504193,TATA MOTORS,2026-06-26
EUROPRATIK,194508033,EURO PRATIK SALES,2026-06-26
GROWW,194510337,BILLIONBRAINS GARAGE VN L,2026-06-26
SMALL250,194512385,MIRAE ASSET NIFTY SMALLCAP 250 ETF,2026-06-26
PINELABS,194513921,PINE LABS,2026-06-26
BETA,194519553,BETA DRUGS,2026-06-26
SHILCTECH,194520833,SHILCHAR TECHNOLOGIES,2026-06-26
CAPILLARY,194525953,CAPILLARY TECHNO INDIA L,2026-06-26
UTLSOLAR,194528257,FUJIYAMA POWER SYSTEMS L,2026-06-26
TENNIND,194529281,TENNECO CLEAN AIR INDIA L,2026-06-26
CHEMICAL,194530561,KOTAK NIFTY CHEMICALS ETF,2026-06-26
MOIPO,194532097,MOTILAL OSWAL BSE SELECT IPO ETF,2026-06-26
SOLARWORLD,194541825,SOLARWORLD ENERGY SOL,2026-06-26
STYL,194543105,SESHAASAI TECHNOLOGIES L,2026-06-26
JARO,194547457,JARO INS OF TEC MG N RE L,2026-06-26
ARSSBL,194548737,ANAND RATHI SH N STK BR L,2026-06-26
PAUSHAKLTD,194552065,PAUSHAK,2026-06-26
MSCIADD,194554369,DSP MSCI INDIA ETF,2026-06-26
KSR,194556673,KSR FOOTWEAR,2026-06-26
AONETMMQ50,194557953,AONEAMC - AONETMMQ50,2026-06-26
ESENSEX,194558721,EDELWEISS BSE SENSEX ETF,2026-06-26
