symbol,close,price_down,close_gt_ema20,close_gt_ema50,close_gt_ema200,breakout20,within_15pct_52w_high,volume_ratio,turnover_cr,turnover_ratio,up_day_volume_above_avg,cmf20,cmf_rising,latest_delivery_pct,latest_delivery_above_avg20,delivery_ratio,delivery_percentile,delivery_zscore,consecutive_high_delivery_days,delivery_slope_positive,delivery_sparkline,stock_return_20d,stock_return_50d,rs_raw_20,rs_raw_50,rs_trend,outperform_benchmark_50d,rs_percentile,ics,rating,stage,delivery_tag,regime,action_rank,action,reason
PASHUPATI,87.67,False,False,False,True,False,True,0.18176565700118572,0.277186239,0.18189394329106734,False,-0.3937295132286819,True,65.33,True,1.086506398795912,57.0,0.16,0,True,▃▄▅▄▁▇▃▄▆▅▅▇▇█▆▅▃▂▂▅,-0.01127777151234921,-0.0071347678369195755,-0.05144736826429053,-0.05335635790124771,UP,False,36,29.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
ULTRACEMCO,11733.0,False,True,True,False,True,True,0.5280839034782253,184.5108114,0.553066654283847,False,-0.05124984046793445,True,55.85,False,0.9386949031471911,23.0,-0.7,0,False,▆▃▃▅▅▆▅██▇▅▅▅▇▄▁▃▁▇▄,0.06692734382104204,-0.02541739347121852,0.026757747069100724,-0.07163898353554665,UP,False,32,29.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
EKC,116.88,True,False,True,False,False,False,0.14477840907208328,1.1491057199999999,0.13745930760006353,False,0.11749183566518681,True,51.39,True,1.144033837934105,73.0,0.56,0,False,▅▇▇██▆▆▆▁▄▆▇▇▇█▅▆▆▆▇,0.08786299329858527,-0.03826215749197737,0.04769339654664395,-0.0844837475563055,UP,False,28,29.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
GILLETTE,7860.5,False,True,True,False,True,False,1.1497688923539566,20.2863784,1.170471940812353,True,-0.4007754340571358,True,51.78,False,0.9253782023214877,58.0,0.08,0,False,▁▃▇▅▇▂▄▆▄▅▄▅▅▅▇▄█▆▆▄,0.026509957557949715,-0.04034916371627395,-0.013659639193991602,-0.08657075378060208,UP,False,27,29.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
NTPC,356.6,True,False,False,False,False,True,0.4476146723035058,233.96126608000003,0.44641385096242275,False,0.028171046766033093,False,67.42,True,1.0773323958741143,75.0,0.68,0,True,▆▆▂▅▅▄▁▄▆▆▄▆▆█▂▂▃▂▅▆,-0.02674672489082952,-0.09994952044422001,-0.06691632164277084,-0.14617111050854814,UP,False,13,29.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
IMFA,1359.7,True,False,False,True,False,False,0.5027247270648192,7.944455160000001,0.4970447808335885,False,-0.17822879970913322,True,46.64,True,1.0239634675126512,71.0,0.53,0,True,▇▂▂▃▁▂▂▆▄▆▆██▃▅▄▅▃▄▅,-0.04219498450267667,-0.10657730468493332,-0.08236458125461799,-0.15279889474926145,UP,False,12,29.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
CHEMPLASTS,204.6,True,False,False,False,False,False,0.5021918867997814,7.724345639999999,0.47175056712768504,False,0.12869546315213864,True,49.08,False,0.9605072605581432,49.0,0.02,0,True,▃▄▃▅█▁▄▅▄▅▄▅▅▅▄▅▇▅▅▄,0.03605428397812438,-0.13543207268117474,-0.004115312773816937,-0.18165366274550288,UP,False,8,29.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
VOLTAS,1288.0,False,False,False,False,False,False,1.4380328653963321,184.7863976,1.4016016850399695,True,-0.27961870721048104,True,58.25,True,1.3372359963269054,88.0,1.18,0,True,▁▅▅▇▆▄█▅▃▃▁▅▅▄▆▅▅▇▇█,-0.012572830420116587,-0.14983498349834978,-0.052742427172057904,-0.19605657356267792,UP,False,6,29.0,IGNORE,SEED,,GREEN,C,WATCHLIST,No standout factor
DIVGIITTS,963.55,True,True,True,True,False,True,0.16768570901003382,6.0464689599999994,0.16604539825674075,False,0.04605428392806292,False,40.1,False,0.8296523115437533,12.0,-1.11,0,False,██▅▅▆▇▆▇▆▆▆▇▇█▁▁▃▄▄▅,0.2216164817749604,0.2954423232051626,0.1814468850230191,0.24922073314083448,FLAT,True,89,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
SKFINDUS,2861.0,True,True,True,True,False,True,0.6460904187727671,8.18246,0.6706027617661607,False,-0.05878590856430763,True,44.81,False,0.7500460304972967,7.0,-1.31,0,False,▂▃▇▁▄▅▄▅▄▄▂▃▃▂▃▂█▃▃▁,0.20068826590565703,0.24083792340720822,0.1605186691537157,0.1946163333428801,FLAT,True,84,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
KPRMILL,1147.8,True,True,True,True,False,True,0.19819257232898796,32.519699159999995,0.19120507033339262,False,0.022860086263450523,False,34.29,False,0.8667736757624397,17.0,-0.87,0,False,▇▆█▆▆▇▂▄▅▇▁▂▂▄▃▃▃▄▄▄,0.11463947560087395,0.2281189813824096,0.07446987884893264,0.18189739131808147,FLAT,True,83,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
MOLDTKPAC,695.1,False,False,True,True,False,False,0.5787335641393608,3.6595624800000004,0.5783689395425479,False,-0.12806811866706794,True,58.17,True,1.0901015704059067,61.0,0.19,0,True,▁▃▅▅▆▄█▅▆▅▃▄▄▂▄▆▅▄▄▆,0.0020181634712410634,0.20708517843188323,-0.03815143328070025,0.1608635883675551,FLAT,True,80,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
QPOWER,1052.9,True,False,False,True,False,False,0.8742195365837829,128.21079068000003,0.7295530077650121,False,0.003089847048689952,False,39.45,True,1.281343380537872,83.0,0.9,0,True,▂▄▁▂▂▅▁▃▃▃▆█▃▃▄▆▄▃▅▇,-0.07482096568692054,0.16703613389492356,-0.11499056243886185,0.12081454383059542,FLAT,True,75,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
UDS,189.44,True,True,True,False,False,False,0.3511607313257342,2.284873728,0.3590750850435385,False,-0.003003626142442928,True,58.88,True,1.1223575608547303,79.0,0.78,0,True,▃▂▂▄▄▃▅█▃▃▃▁▁▄▄▅▃▂▃▅,0.03564399737590218,0.16945490462374213,-0.0045255993760391355,0.123233314559414,FLAT,True,75,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
SKIPPER,553.75,True,True,True,True,False,True,0.6853842631580335,24.47630375,0.6900205410343281,False,-0.2446352006543225,True,40.27,False,0.9367294719702258,25.0,-0.56,0,False,▄▄▄▇▅▃▄▄▅▁▃▅▅▆▃▆▄█▄▄,0.01689468368377578,0.15907901622187337,-0.023274913068165537,0.11285742615754524,FLAT,True,74,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
UFLEX,430.7,True,True,True,False,False,False,0.430982152513819,0.9525361199999999,0.43713339927712896,False,-0.3443132804528875,True,56.47,True,1.1284633753984192,43.0,-0.09,0,True,▁▅▃▅▃▅▆▂▅▂▄▂▂█▂▄▆▃▆▅,0.03260608966674661,0.0862547288776796,-0.0075635070851947095,0.040033138813351465,FLAT,True,59,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
GENUSPOWER,309.5,True,False,False,True,False,False,0.49625185582598297,78.6632628,0.49422412511125646,False,0.10812828779831526,False,43.55,True,1.0068083827490146,22.0,-0.76,0,False,▃▄▇▇▇▆▇▆█▂▁▅▅▅▃▄▅▅▆▅,0.018762343647136248,0.023478835978836043,-0.02140725310480507,-0.02274275408549209,UP,False,45,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
EXPLEOSOL,823.25,False,True,False,False,False,False,11.425312085657819,18.7990784,11.575883974420341,True,-0.32241428820968876,False,27.87,False,0.5326427643146548,2.0,-2.97,0,False,█▆▄▄▃▄▃▆▄▄▆▅▅▄▅▆▆▅▅▁,-0.0008495661144487521,0.004514672686230403,-0.04101916286639007,-0.04170691737809773,UP,False,39,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
BAJAJHCARE,331.55,True,True,True,False,False,False,0.10803368574777918,3.6642906,0.10358608249569509,False,0.47141547405444756,False,51.31,True,1.3210437558733794,79.0,0.83,0,False,█▇▇▇██▄▇▇▆▆▆▆▁▃▄▄▅▇█,0.13505648750427923,-0.0007534659433393598,0.09488689075233792,-0.04697505600766749,UP,False,38,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
ANTHEM,766.65,True,False,True,True,False,True,0.9313712182242478,35.112340005,0.9150481232293434,False,-0.13565438156753107,False,62.99,True,1.1727033241177731,85.0,1.01,0,True,▆▄▄▅▆▅▁▅▆▄▅▅▅█▆▅▇▅▇▇,-0.014905236106649511,-0.0040272815849301535,-0.05507483285859083,-0.05024887164925829,FLAT,False,37,28.0,IGNORE,SEED,,GREEN,C,WATCHLIST,No standout factor
HEIDELBERG,159.85,True,True,True,False,False,False,0.5961353356220856,1.13899519,0.619535025553294,False,0.01964797904998803,True,54.93,False,0.8991578068603138,35.0,-0.21,0,True,▆▅▇▅▅█▄█▅▅▅▇▇▄▆▅▆▄▁▅,0.07030465349849346,-0.002807236431690674,0.030135056746552147,-0.04902882649601881,UP,False,37,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
YATRA,112.93,True,True,True,False,False,False,0.6233169376930293,11.773121895000001,0.6376316846439885,False,-0.07526455363157772,False,44.52,True,1.171933611487687,88.0,1.14,0,True,▄▁▄▄▄▅▇▁▅▇▄▄▄▅▆▆█▇█▆,0.14533468559837748,-0.017487384722463806,0.10516508884643616,-0.06370897478679194,UP,False,34,28.0,IGNORE,SEED,,GREEN,C,WATCHLIST,No standout factor
AARTIPHARM,699.5,True,True,True,False,False,False,0.45058862049976933,8.4710849,0.45766993281301604,False,-0.06375722653152648,False,53.05,True,1.130635862789186,73.0,0.48,0,True,▆▇▆▆▆█▇▄▇▁▃▅▅▆▇▇█▇▆▇,0.11875249900039986,-0.018589968432129123,0.07858290224845854,-0.06481155849645726,UP,False,33,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
NEWGEN,480.0,True,True,True,False,False,False,0.4127845355431776,22.424544,0.411937704951523,False,-0.34017934911723674,False,35.41,True,1.2201299036920903,61.0,0.31,0,True,▄▅█▆▄▁▆▄▅▇▄▆▆▆▅▃▄▅█▆,-0.01508156355801793,-0.023497101007018628,-0.055251160309959246,-0.06971869107134676,UP,False,32,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
ROSSTECH,967.6,True,False,True,True,False,True,0.4232003528425138,10.69091564,0.4133940304608542,False,-0.2899115211332616,False,54.53,True,1.1851513768446675,89.0,1.16,0,True,▁▃▅▄▆▆▆█▅▃▂▂▂▄▃▅▄▃▅▇,-0.07873940778825095,-0.024793388429752095,-0.11890900454019226,-0.07101497849408023,FLAT,False,32,28.0,IGNORE,SEED,,GREEN,C,WATCHLIST,No standout factor
M&M,3137.4,True,True,True,False,False,False,0.770272142149523,746.7909296400001,0.7841836195615015,False,-0.04735417651566598,False,62.9,True,1.058005264795674,66.0,0.53,0,True,▅▄▆▆█▇▇█▇▇▆▄▄▆▆▁▃▅▅▆,0.04021749941978059,-0.033843500754472955,4.790266783927244e-05,-0.08006509081880109,UP,False,29,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
AURIONPRO,850.0,True,False,True,False,False,False,0.3089399813761035,7.70712,0.30637953779244337,False,0.0652055633096487,False,51.76,True,1.2508155916966723,67.0,0.38,0,False,▆▅▇▁▃▆▆▅▆▄▅▅▅█▇▇▆▆▅▇,0.10908141962421714,-0.03304703941755294,0.06891182287227582,-0.07926862948188107,UP,False,29,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
ICICIAMC,3199.0,True,False,False,True,False,True,0.4723049645390071,102.2579544,0.45397107197707603,False,-0.2958720003254224,False,62.3,True,1.0252022017986293,67.0,0.46,0,True,▃▃▄▅▄█▂▅▃▄▁▂▂▃▂▁▁▅▂▃,-0.010669553115818742,-0.04347566080612375,-0.05083914986776006,-0.08969725087045188,UP,False,26,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
GRSE,2695.3,True,False,False,True,False,True,0.6151197661479333,145.35510323000003,0.5999190609518511,False,-0.19223011594336406,False,34.26,True,1.0931542253633475,85.0,1.05,0,True,▆█▄▅▄▃▃▄▁▆▂▆▆▇▂▄█▅▄▆,0.008493601736137224,-0.05474503752542603,-0.03167599501580409,-0.10096662758975417,UP,False,24,28.0,IGNORE,SEED,,GREEN,C,WATCHLIST,No standout factor
RECLTD,356.25,True,False,True,False,False,True,0.8081954318662761,147.451625625,0.7982623265454474,False,-0.0349188068726725,False,58.37,True,1.0505475914077194,81.0,0.8,0,True,▃▁▁▅▃▄▁▅▁█▅▅▅▅▅▇█▆▅▅,0.011786424311275079,-0.05766433011506422,-0.028383172440666238,-0.10388592017939235,UP,False,23,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
NMDC,84.35,True,False,False,True,False,True,0.6754199353509833,132.29349406,0.656108611197174,False,-0.17568381031794833,False,52.28,True,1.0348786571123163,81.0,0.86,0,True,▁▁▁▄▃▂▃▅▄▃▄▄▄█▃▆▂▂▅▄,-0.06319413593958256,-0.06713116567131172,-0.10336373269152388,-0.11335275573563985,UP,False,20,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
LGBBROSLTD,1601.0,False,True,True,False,False,False,0.7816157874448822,2.6619827,0.8056383402080688,False,0.0010974188391539616,True,59.85,True,1.0891917960290451,80.0,0.84,0,False,▆▄█▇▇▇▁▆▆▅▅▂▂▅▇▇▇▃▃▇,0.08204920248715886,-0.09338014610113832,0.04187960573521754,-0.13960173616546645,UP,False,14,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
PFC,425.1,True,False,False,True,False,True,0.6053878066159549,165.80162547,0.5999127366661546,False,-0.1616157944790182,False,60.78,True,1.140305619916888,83.0,0.98,0,True,▂▁▅▅▅▇▅▆▇▄▅▇▇▆█▆▆▄▆▇,0.0015313935681471325,-0.09764381235406494,-0.038638203183794184,-0.14386540241839307,UP,False,13,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
INFOBEAN,163.91,True,True,True,True,False,False,0.5872265862451144,4.165985732999999,0.5868171072406198,False,-0.17655931839626732,False,31.96,True,1.0557436617392022,44.0,-0.31,0,True,▂▂▄▆▇▄▅▄█▅▃▁▁▄▃▄▆▁▄▄,-0.06101054078826773,-0.11414365238069502,-0.10118013754020905,-0.16036524244502315,UP,False,11,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
DCMSHRIRAM,1043.0,False,True,False,False,False,False,3.4987618847981947,21.41279,3.5534936570612263,True,-0.3997435431612607,False,29.45,False,0.5783184580792757,12.0,-1.01,0,False,█▇▇▄▆▅█▆▆▅▅▅▅▆▇▁▆▅▃▃,0.017362465860319976,-0.12850935828876997,-0.02280713089162134,-0.1747309483530981,UP,False,8,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
ZENSARTECH,467.7,True,True,False,False,False,False,0.7404816533199641,203.29787166,0.7042180711892483,False,0.4079730274858277,False,16.19,False,0.3739030023094689,1.0,-2.58,0,True,▇▆▆▇▅▇▆█▆█▇████▅▁▁▃▂,0.007648389529246957,-0.146922024623803,-0.03252120722269436,-0.19314361468813113,UP,False,6,28.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
MBAPL,112.85,True,False,False,False,False,False,7.826323845200984,25.660679375,2.1941616706019835,False,-0.05769476360702633,False,51.63,True,1.054598933758196,75.0,0.73,0,True,▅▆▆▄▅▃▁▂█▂▅▄▄▆▆▅▆▅▄▅,-0.7962628633327316,-0.7829598999903837,-0.8364324600846729,-0.8291814900547119,FLAT,False,0,28.0,IGNORE,DISTRIBUTION,,GREEN,C,WATCHLIST,No standout factor
IZMO,959.6,True,False,True,True,False,False,0.7015954021892066,9.1752154,0.6666475776341843,False,-0.13874543813660672,False,49.48,True,1.0096928884807672,53.0,0.17,0,True,▃▃▆▁▁▃▁█▃▃▂▃▃▄▄▅▃▆▃▃,-0.033538120656662285,0.2971073263044066,-0.0737077174086036,0.2508857362400785,FLAT,True,89,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
APCOTEXIND,507.9,True,False,True,True,False,True,0.39994627701871566,2.3821017899999997,0.3864457393211757,False,-0.4939628314176908,False,59.13,True,1.2548811544991512,53.0,0.2,0,True,▃▃▃▁▄▄▂▅▂▃▅▄▄▅▅▄█▄▇▆,-0.05769944341372912,0.2710210210210209,-0.09786904016567044,0.22479943095669275,FLAT,True,86,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
NITINSPIN,541.45,True,False,True,True,False,True,0.7498885004388047,4.515476420000001,0.7356121758174964,False,-0.07534382962126412,False,62.47,True,1.2692510870006908,79.0,0.76,0,True,▇▁▆▅▆▆▃▄▆▇▄▇▇▁▇▅▆▅▇█,0.00454545454545463,0.21989410836994483,-0.035624142206486686,0.1736725183056167,FLAT,True,82,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
PNBGILTS,86.98,True,False,True,True,False,False,0.6126475253849457,6.2873406020000004,0.5874943898297538,False,-0.21175387624962608,False,45.01,True,1.4823231075762815,54.0,0.17,0,True,▆▅▁▄▅▃▅▅▅▆▄▅▅▅▄▆▆█▄█,-0.06603672286051743,0.1939601921757037,-0.10620631961245874,0.14773860211137557,FLAT,True,78,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
ALKYLAMINE,1795.6,True,True,True,True,False,False,0.31214732672039996,4.34068344,0.31045680421822636,False,-0.13579365835705526,False,46.36,True,1.2599537980703899,55.0,0.25,0,True,▄▄▅▆▅▄▂█▃▇▆▅▅█▄▄▁▆▆█,-0.03013935400237666,0.16916265138689934,-0.07030895075431798,0.12294106132257121,FLAT,True,75,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
JASH,487.3,True,False,True,True,False,False,0.30482447826710996,4.486376180000001,0.28657919742614013,False,0.31810676893274376,False,58.12,True,1.3241140487771537,62.0,0.35,0,False,█▇▇▁▄▆▅▅▃▃▅▁▁▆▃▄▆▅▃▇,0.0905225467159001,0.15010620722209111,0.05035294996395878,0.10388461715776298,FLAT,True,72,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
MANALIPETC,62.83,True,False,True,True,False,False,0.12285333153225991,0.662284747,0.11757432566078946,False,0.08381275420084316,False,53.98,True,1.3139414592588086,76.0,0.66,0,False,▆▆▁▆▅▇▇▅▅▆▆██▅▆▆▆█▄█,0.004958413307741383,0.14695144213216493,-0.035211183444199934,0.1007298520678368,FLAT,True,71,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
STALLION,182.78,True,False,True,True,False,False,0.9433097789092478,26.48335976,0.9090580433926538,False,-0.22681003711261316,False,49.93,True,1.3380857307481007,82.0,0.64,0,True,▅▅▅▅▄▆▃▃▁▅▄▇▇▅▅▆▄▄▆█,-0.021729822307857027,0.13768206149632767,-0.061899419059798344,0.09146047143199953,FLAT,True,70,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
SOMANYCERA,520.1,True,False,True,True,False,True,0.7458172008082604,4.51987704,0.7453727358128593,False,-0.33576859098666656,False,59.21,True,1.0949910769600635,58.0,0.24,0,True,▂▅▄█▅▅▁▅▅▃▇▁▁▆▆▅▅▆▄▆,0.043748745735500805,0.12612320017321643,0.003579148983559488,0.0799016101088883,FLAT,True,68,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
SERVOTECH,99.87,True,False,True,True,False,False,0.7782378763684054,8.192535840000001,0.7676078305056805,False,-0.28954974060955957,False,41.9,True,1.1558461262603272,44.0,-0.21,0,True,█▅▁▅▃▅▄▄▃▇▆▁▁▄▂▅▂▅▃▅,-0.03516568447492996,0.10377984084880643,-0.07533528122687128,0.05755825078447829,FLAT,True,63,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
TRITURBINE,636.55,True,False,False,True,False,True,0.4627120136530558,30.873757134999998,0.4257164762602081,False,-0.011418789548022,False,45.3,True,1.3010698642923815,38.0,-0.15,0,True,▄▃▃▄▃▄▄▃▁▂▄▅▅▄▅▆█▆█▆,-0.05444147355912077,0.09749999999999992,-0.09461107031106208,0.05127840993567179,FLAT,True,62,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
KRN,1094.4,True,False,True,True,False,False,0.6266217664024244,73.77000192,0.5488850559911356,False,-0.08410830689213192,False,37.46,True,1.354081946176508,69.0,0.42,0,True,▅▅▄▅▄▂▄▁▁▅▆▃█▄▄█▆▄▁█,-0.09208561473369836,0.09752795467081188,-0.13225521148563968,0.051306364606483745,FLAT,True,62,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
BSE,3815.5,True,False,False,True,False,True,0.8495328258103911,1156.4872072,0.8178980627282002,False,-0.2606081803703486,False,38.42,True,1.1294352823588205,88.0,1.34,0,True,▅▃▃▄▂▄▁▂▅██▄▄▇█▅█▄▇▆,-0.05402390043139782,0.08524375675521934,-0.09419349718333914,0.0390221666908912,FLAT,True,59,27.0,IGNORE,SEED,,GREEN,C,WATCHLIST,No standout factor
GULPOLY,190.89,True,False,True,True,False,True,0.6904458763686737,3.969423927,0.6408095954609137,False,-0.4140552885726451,False,48.92,True,1.131438351411985,31.0,-0.37,0,True,▅▁▃▅▆▄▆▅▃▄▇▆▆▂█▄▅▆▃▆,-0.11193300767620373,0.06392821313120045,-0.15210260442814505,0.017706623066872318,FLAT,True,54,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
FMGOETZE,452.75,True,True,True,True,False,False,0.5205142820389416,1.062558975,0.5218049633746469,False,-0.012849508428923928,True,55.66,True,1.0660486674391656,58.0,0.24,0,False,▃▆▃▃▃▂▄▄▄▄▆▅▅▁▇▁▁█▅▆,0.07388519924098658,0.03414801279122881,0.03371560248904526,-0.012073577273099323,UP,False,47,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
SHARDAMOTR,894.4,False,True,True,True,False,False,0.5325659966388425,2.05345296,0.564469194670324,False,-0.04195356435162503,True,53.46,False,0.9516858333036636,56.0,0.08,0,True,▇▆▆▅▆▄▂▁▅▅█▁▁▄▇▄▆▅▅▄,0.1235475158595567,0.02515903490171345,0.08337791910761538,-0.021062555162614682,UP,False,45,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
ICICIGI,1794.3,False,True,False,False,False,True,0.8080132414634499,82.70933507999999,0.8107001530339164,False,0.019031250799309653,False,51.26,False,0.8473217458861255,15.0,-0.95,0,True,▄▁▁▃▂█▂▆▅▅▄▃▃▅▆▆▅▅▅▂,0.009337908533498362,0.013442530358655613,-0.030831688218442954,-0.03277905970567252,UP,False,42,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
BHARTIHEXA,1500.3,False,True,True,False,False,False,0.7219532834439913,28.3646718,0.7381785563957991,False,-0.12963260016305378,True,58.46,False,0.9761799403872325,63.0,0.2,0,True,▂▃▃▁▁▁▂▂▆▅▅▅▅▆▂▃▃█▂▃,0.016601165469575907,0.0006002400960383181,-0.02356843128236541,-0.045621349968289815,UP,False,38,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
METROBRAND,1058.0,False,True,True,False,True,False,0.9438430598899651,4.6973084,0.9750739659630392,False,-0.2715431111138705,True,53.09,False,0.9373730953263768,46.0,-0.13,0,True,▃▃▆▅▃▄▂▄▆▁▂▂▂█▇▄▇▃▄▃,0.058529264632316114,-0.004047820766261867,0.018359667880374797,-0.05026941083059,UP,False,37,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
EXCELINDUS,911.45,False,False,False,False,False,False,0.5960013176899881,0.32155956,0.5932988050921084,False,-0.15891934311655703,True,80.1,True,1.2904577016642231,98.0,1.97,0,True,▃▃▃▂▂▄▃▂▁▃▆▇▇▇█▄▆▂▆█,0.0019787830484252478,-0.02933972310969113,-0.03819081370351607,-0.07556131317401926,UP,False,31,27.0,IGNORE,SEED,,GREEN,C,WATCHLIST,Delivery P98
SYNGENE,422.7,True,False,False,False,False,False,1.299525337430668,43.34412297,1.241896480998147,False,-0.30212646110661195,True,75.84,True,1.4189492590929502,97.0,1.99,0,True,▁▂▃▂▅▃▃▅█▁▂▄▄▃▄▂▄▄▃█,-0.04861580013504396,-0.03482132663546067,-0.08878539688698528,-0.0810429166997888,FLAT,False,29,27.0,IGNORE,SEED,,GREEN,C,WATCHLIST,Delivery P97
SIEMENS,3542.5,True,False,False,True,False,True,1.2412978891637787,153.6028,1.2089823757799276,False,-0.004391987710958897,True,37.79,False,0.9216511188342175,35.0,-0.44,0,True,▇▄▄▃▁▄▅▅▅▄▄▅▅▆█▇▃▄▄▄,-0.03916569475711307,-0.04815003896068992,-0.07933529150905438,-0.09437162902501806,UP,False,25,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
SUNCLAY,1366.2,False,True,True,False,False,False,1.109652498000694,1.00470348,1.1205707661576887,True,0.03360871603739559,False,52.6,False,0.8933423913043479,29.0,-0.41,0,True,▂▃▂▃▃▃▅▃▃▆▃▁▁█▁█▁▃▃▂,0.04012181195279796,-0.04508282658838336,-4.778479914335776e-05,-0.0913044166527115,UP,False,25,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,CMF positive
ESABINDIA,5694.5,True,False,False,False,False,False,1.1849870433837666,2.0181308,1.1738126834855884,False,-0.06492639382569969,True,70.99,True,1.2619659221204014,96.0,1.62,0,True,▄▅▅▅▄▄▃▄▃▄▆▂▂▄▆▄▄▁▆█,-0.0035870516185476653,-0.062093387136621936,-0.04375664837048898,-0.10831497720095007,UP,False,22,27.0,IGNORE,SEED,,GREEN,C,WATCHLIST,Delivery P96
MOBIKWIK,199.97,True,True,True,False,False,False,0.46424364881368496,10.515542432,0.4663458896886043,False,-0.2687430896130904,True,29.41,False,0.8300406412282682,55.0,0.18,0,True,▁▃▃▃▄▃▃▃▄▄▃▄▄█▅▃▅▄▃▃,0.04428429683012158,-0.11116543692772685,0.004114700078180267,-0.15738702699205498,UP,False,11,27.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
ANTELOPUS,796.0,True,False,True,True,False,True,0.3787590773687782,3.7589508,0.37499663983798415,False,-0.06758810845123742,True,55.01,True,1.1128869107829253,69.0,0.58,0,False,▄▃▂▆█▂▅▆▇▄▁▃▃▁▄▇▆▃▅▆,-0.06775194706330157,0.2243328462662464,-0.10792154381524288,0.17811125620191826,FLAT,True,82,26.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
NEPHROPLUS,659.65,True,False,True,True,False,True,0.23985695144639052,3.28281419,0.22400549059567237,False,-0.06857689817994495,True,48.37,False,0.9788525751290094,37.0,-0.23,0,True,▂▃▁▂▂▃▃█▄▄▅▅▅▄▃▅▆▆▄▄,-0.008119690248853395,0.22123484217347045,-0.04828928700079471,0.17501325210914231,FLAT,True,82,26.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
VIMTALABS,553.05,True,False,True,True,False,False,0.48691480165025763,8.429200965,0.4759502134940312,False,-0.08513219732442064,True,43.68,True,1.1826981655723279,84.0,0.98,0,False,▃▂▃▆▆▇▁▄▆▆▅▅▅▅▂▆▇▄█▆,0.04774083546462049,0.19655993076590206,0.007571238712679174,0.15033834070157392,FLAT,True,78,26.0,IGNORE,NONE,,GREEN,C,WATCHLIST,No standout factor
